CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
167,105710023202600001,202600001,2026-04-30 12:02:00,1023,23,1,2,2,12,1,5025,2026-04-27 16:02:00,2026-04-27 18:02:00,2026-04-30 10:02:00,13.503657,76.964044,a Royal Enfield left near a bank ATM could not be traced; the steering lock was broken.
168,105810027202500002,202500002,2025-01-05 17:46:00,1224,27,1,2,2,11,2,5014,2025-01-05 05:46:00,2025-01-05 05:46:00,2025-01-05 11:46:00,13.161873,78.3209,On returning from a trip the complainant found the rear door forced and valuables gone.
169,105770018202600001,202600001,2026-04-04 11:26:00,1084,18,1,1,2,13,1,5014,2026-04-01 13:26:00,2026-04-01 13:26:00,2026-04-04 11:26:00,12.08078,76.470491,"Near a bus stop, unknown persons robbed the complainant of a laptop bag and fled towards the market."
170,105780019202500001,202500001,2025-12-19 00:28:00,1064,19,1,1,3,30,1,5017,2025-12-18 12:28:00,2025-12-18 14:28:00,2025-12-18 20:28:00,12.063423,77.198582,"Near a park gate, an unknown person outraged the modesty of the complainant late in the evening."
171,105550048202400004,202400004,2024-09-23 06:32:00,1273,48,1,2,2,10,2,5020,2024-09-22 20:32:00,2024-09-22 21:32:00,2024-09-23 04:32:00,16.029556,74.895225,The complainant states that two youths snatched a mangalsutra near a hospital gate during office hours and fled towards the market.
172,105620053202400002,202400002,2024-03-24 15:03:00,1216,53,1,2,1,21,2,5015,2024-03-24 02:03:00,2024-03-24 05:03:00,2024-03-24 09:03:00,15.384673,75.2206,The complainant sustained injuries in an assault near a school during office hours.
173,105770015202400003,202400003,2024-05-03 19:36:00,1215,15,1,2,1,21,2,5002,2024-05-03 11:36:00,2024-05-03 13:36:00,2024-05-03 19:36:00,12.125384,76.371791,The complainant was assaulted with a stick near a school and injured.
174,105770017202600001,202600001,2026-02-21 10:32:00,1023,17,1,2,4,40,1,5022,2026-02-19 04:32:00,2026-02-19 07:32:00,2026-02-21 09:32:00,12.199807,76.359389,An unknown person defrauded the complainant of cash promising ear studs in the early hours.
175,105750065202400003,202400003,2024-01-20 23:42:00,1023,65,1,1,1,22,1,5016,2024-01-20 03:42:00,2024-01-20 03:42:00,2024-01-20 17:42:00,12.900877,75.301994,The complainant was attacked with a weapon near a government office at night and grievously injured.
176,105710024202400003,202400003,2024-09-18 05:09:00,1211,24,1,2,2,12,2,5011,2024-09-18 02:09:00,2024-09-18 04:09:00,2024-09-18 03:09:00,13.316133,76.924497,Unknown persons rode away a Honda Activa parked near a school during the afternoon.
177,105720003202400002,202400002,2024-10-05 14:37:00,1086,3,1,1,2,13,1,5008,2024-10-02 17:37:00,2024-10-02 20:37:00,2024-10-05 13:37:00,13.010181,77.668565,Two persons on a bike snatched two gold bangles near a petrol bunk after threatening the complainant.
178,105660045202600001,202600001,2026-05-13 01:13:00,1071,45,1,2,1,21,3,5024,2026-05-12 20:13:00,2026-05-12 22:13:00,2026-05-13 01:13:00,14.204828,76.502652,The complainant was assaulted with a stick near a vegetable market and injured.
179,105720002202500006,202500006,2025-11-19 18:26:00,1192,2,1,2,2,10,3,5020,2025-11-19 05:26:00,2025-11-19 07:26:00,2025-11-19 13:26:00,12.861776,77.680975,An unidentified person grabbed a mangalsutra from the complainant close to a bank ATM and disappeared.
180,105820030202500001,202500001,2025-05-20 20:02:00,1089,30,1,1,2,13,2,5003,2025-05-20 11:02:00,2025-05-20 12:02:00,2025-05-20 19:02:00,13.477192,77.944943,Two persons on a bike snatched a mobile phone near a bank ATM after threatening the complainant.
181,105650060202500001,202500001,2025-05-24 18:33:00,1012,60,1,1,3,30,1,5024,2025-05-22 11:33:00,2025-05-22 12:33:00,2025-05-24 17:33:00,14.996293,76.618751,"The complainant, a woman, was harassed and assaulted near a wedding hall late in the evening."
182,105670043202600001,202600001,2026-05-10 15:15:00,1031,43,1,2,2,10,2,5002,2026-05-10 08:15:00,2026-05-10 11:15:00,2026-05-10 10:15:00,14.345126,75.945064,"While walking near a park gate, a gold chain was snatched from the complainant by a passer-by who escaped towards the ring road."
183,105620053202400003,202400003,2024-08-28 23:50:00,1232,53,1,2,4,40,1,5017,2024-08-26 19:50:00,2024-08-26 21:50:00,2024-08-28 18:50:00,15.425106,75.237646,The complainant was cheated of money near a hospital gate on a false promise at dusk.
184,105790057202400001,202400001,2024-07-11 06:08:00,1075,57,1,2,4,40,1,5016,2024-07-09 07:08:00,2024-07-09 09:08:00,2024-07-11 02:08:00,17.356939,76.823499,The complainant was cheated of money near a vegetable market on a false promise during office hours.
185,105840009202400003,202400003,2024-12-15 15:42:00,1021,9,1,1,2,13,2,5016,2024-12-15 06:42:00,2024-12-15 07:42:00,2024-12-15 13:42:00,12.731634,77.381311,"Near a school, unknown persons robbed the complainant of a laptop bag and fled into the residential layout."
186,105780019202400001,202400001,2024-10-26 08:12:00,1125,19,1,2,2,11,1,5006,2024-10-24 14:12:00,2024-10-24 15:12:00,2024-10-26 03:12:00,12.05381,77.205928,The house near a jewellery shop was burgled via a window grille; a gold chain was reported stolen.
187,105780022202500001,202500001,2025-06-24 03:56:00,1125,22,1,1,1,20,2,5002,2025-06-23 19:56:00,2025-06-23 20:56:00,2025-06-24 01:56:00,11.88191,77.093684,A murder was reported near a park gate following a dispute during the afternoon.
188,105550050202600001,202600001,2026-02-09 07:48:00,1018,50,1,1,3,30,3,5007,2026-02-08 20:48:00,2026-02-08 21:48:00,2026-02-09 04:48:00,16.168771,74.819501,"Near a government office, an unknown person outraged the modesty of the complainant late in the evening."
189,105660046202400002,202400002,2024-08-24 02:02:00,1119,46,1,1,3,30,2,5009,2024-08-23 18:02:00,2024-08-23 18:02:00,2024-08-24 00:02:00,14.10448,76.531005,"Near a petrol bunk, an unknown person outraged the modesty of the complainant late in the evening."
190,105670043202400001,202400001,2024-09-15 05:47:00,1206,43,1,1,2,13,1,5013,2024-09-13 09:47:00,2024-09-13 09:47:00,2024-09-15 03:47:00,14.367678,75.984562,The complainant was assaulted near a vegetable market and two gold bangles was taken forcibly.
191,105710025202500002,202500002,2025-03-16 08:26:00,1181,25,1,1,1,20,2,5011,2025-03-15 22:26:00,2025-03-15 23:26:00,2025-03-16 03:26:00,13.404375,76.860279,The deceased was found with injuries near a hospital gate; murder is suspected.
192,105710025202500003,202500003,2025-05-01 10:21:00,1095,25,1,2,1,21,3,5007,2025-05-01 03:21:00,2025-05-01 03:21:00,2025-05-01 04:21:00,13.445135,76.840972,A quarrel near a bank ATM led to the complainant being beaten and hurt.
193,105550050202600002,202600002,2026-06-08 07:08:00,1003,50,1,2,2,11,1,5005,2026-06-05 06:08:00,2026-06-05 09:08:00,2026-06-08 02:08:00,16.193761,74.81197,The house near a hospital gate was burgled via the compound gate; ear studs was reported stolen.
194,105680039202500001,202500001,2025-02-07 05:52:00,1201,39,1,1,1,20,1,5023,2025-02-04 19:52:00,2025-02-04 19:52:00,2025-02-07 00:52:00,14.085995,75.311482,The body of a person was found near a government office around noon; a case of murder is registered.
195,105730014202500002,202500002,2025-05-31 19:26:00,1203,14,1,2,2,11,2,5002,2025-05-31 10:26:00,2025-05-31 10:26:00,2025-05-31 17:26:00,12.615819,76.729104,The house near a bank ATM was burgled via the rear door; a gold chain was reported stolen.
196,105680038202400002,202400002,2024-05-07 21:47:00,1272,38,1,2,2,12,2,5007,2024-05-07 17:47:00,2024-05-07 20:47:00,2024-05-07 20:47:00,13.969665,75.242705,a Yamaha bike parked near a bus stop was found missing around noon.
197,105620054202400001,202400001,2024-01-31 13:21:00,1097,54,1,2,2,10,1,5020,2024-01-29 00:21:00,2024-01-29 01:21:00,2024-01-31 09:21:00,15.373146,75.023565,The complainant states that an unknown person snatched a mangalsutra near a government office during the afternoon and fled towards the market.
198,105550050202400001,202400001,2024-08-05 22:14:00,1087,50,1,2,2,10,2,5009,2024-08-05 14:14:00,2024-08-05 14:14:00,2024-08-05 22:14:00,16.195423,74.84292,a laptop bag was pulled off the complainant's neck near a park gate; the accused ran into the residential layout.
199,105820030202400001,202400001,2024-01-25 01:48:00,1104,30,1,2,2,10,1,5021,2024-01-22 19:48:00,2024-01-22 19:48:00,2024-01-24 22:48:00,13.461882,77.914453,a handbag was pulled off the complainant's neck near a bank ATM; the accused ran into a bylane.
200,105670044202400004,202400004,2024-09-05 19:34:00,1035,44,1,1,1,20,2,5007,2024-09-05 06:34:00,2024-09-05 06:34:00,2024-09-05 14:34:00,14.484546,76.02026,A murder was reported near a vegetable market following a dispute late in the evening.
201,105680037202500004,202500004,2025-08-14 01:40:00,1079,37,1,2,2,14,2,5016,2025-08-13 14:40:00,2025-08-13 14:40:00,2025-08-13 21:40:00,14.017043,75.336064,a laptop bag kept at the workplace near a bus stop was stolen around noon.
202,105650061202400001,202400001,2024-07-19 14:58:00,1036,61,1,2,2,12,2,5014,2024-07-19 04:58:00,2024-07-19 04:58:00,2024-07-19 11:58:00,15.161869,76.473465,a Hero Splendor parked near a petrol bunk was found missing around noon.
203,105780019202400002,202400002,2024-09-25 00:29:00,1196,19,1,2,2,10,1,5013,2024-09-24 19:29:00,2024-09-24 19:29:00,2024-09-25 00:29:00,12.089611,77.19374,"While walking near an apartment complex, a mobile phone was snatched from the complainant by a passer-by who escaped into a bylane."
204,105660045202600002,202600002,2026-04-13 22:17:00,1147,45,1,2,4,40,1,5024,2026-04-13 04:17:00,2026-04-13 07:17:00,2026-04-13 16:17:00,14.222889,76.526771,An unknown person defrauded the complainant of cash promising a wallet with cash in the early hours.
205,105710026202400002,202400002,2024-03-02 15:11:00,1032,26,1,2,2,12,1,5011,2024-03-01 23:11:00,2024-03-01 23:11:00,2024-03-02 13:11:00,13.391684,76.825168,The complainant's a Hero Splendor was stolen from outside a hospital gate.
206,105550049202500001,202500001,2025-09-10 04:48:00,1204,49,1,2,2,10,2,5013,2025-09-09 16:48:00,2025-09-09 16:48:00,2025-09-09 22:48:00,16.156899,74.928526,An unidentified person grabbed a laptop bag from the complainant close to a school and disappeared.
207,105720003202500007,202500007,2025-10-10 20:55:00,1243,3,1,1,1,20,2,5022,2025-10-10 11:55:00,2025-10-10 11:55:00,2025-10-10 17:55:00,13.019553,77.716512,A murder was reported near a wedding hall following a dispute around noon.
208,105820031202400002,202400002,2024-09-07 22:10:00,1063,31,1,1,3,30,1,5022,2024-09-06 06:10:00,2024-09-06 07:10:00,2024-09-07 21:10:00,13.607473,77.898455,"The complainant, a woman, was harassed and assaulted near a bus stop late in the evening."
209,105790056202600003,202600003,2026-04-07 13:14:00,1194,56,1,1,3,30,2,5019,2026-04-07 07:14:00,2026-04-07 07:14:00,2026-04-07 09:14:00,17.219379,77.007177,"Near a government office, an unknown person outraged the modesty of the complainant at dusk."
210,105680038202600001,202600001,2026-05-09 05:31:00,1140,38,1,2,2,12,1,5023,2026-05-07 07:31:00,2026-05-07 10:31:00,2026-05-09 03:31:00,13.956943,75.23046,The complainant's a Bajaj Pulsar was stolen from outside an apartment complex.
211,105550051202400003,202400003,2024-11-05 06:58:00,1144,51,1,1,1,22,1,5023,2024-11-02 21:58:00,2024-11-02 22:58:00,2024-11-05 03:58:00,15.999648,74.867277,The complainant was attacked with a weapon near an apartment complex around noon and grievously injured.
212,105810027202400002,202400002,2024-08-12 10:12:00,1026,27,1,2,2,12,1,5004,2024-08-11 23:12:00,2024-08-12 01:12:00,2024-08-12 10:12:00,13.174942,78.298417,a Yamaha bike parked near a petrol bunk was found missing around noon.
213,105550049202600001,202600001,2026-03-06 03:50:00,1260,49,1,2,2,12,1,5008,2026-03-05 22:50:00,2026-03-05 22:50:00,2026-03-06 03:50:00,16.149521,74.914176,a TVS scooter parked near an apartment complex was found missing around noon.
214,105670042202400002,202400002,2024-03-07 14:58:00,1063,42,1,2,2,11,1,5025,2024-03-06 22:58:00,2024-03-06 23:58:00,2024-03-07 10:58:00,14.451242,75.949471,Unknown persons entered through the compound gate at night and took gold ornaments and cash.
215,105730012202500004,202500004,2025-07-30 21:54:00,1150,12,1,2,2,12,1,5022,2025-07-29 08:54:00,2025-07-29 11:54:00,2025-07-30 19:54:00,12.549725,76.787097,a TVS scooter parked near a bus stop was found missing around noon.
216,105770018202500001,202500001,2025-09-08 23:13:00,1217,18,1,1,2,13,3,5023,2025-09-08 17:13:00,2025-09-08 18:13:00,2025-09-08 20:13:00,12.103057,76.508287,The complainant was assaulted near a jewellery shop and a handbag was taken forcibly.
217,105620053202400004,202400004,2024-03-08 17:40:00,1063,53,1,1,3,30,2,5006,2024-03-08 10:40:00,2024-03-08 12:40:00,2024-03-08 14:40:00,15.425958,75.237634,"Near a temple, an unknown person outraged the modesty of the complainant in the early hours."
218,105740034202400002,202400002,2024-01-12 13:32:00,1093,34,1,2,2,12,1,5015,2024-01-10 21:32:00,2024-01-10 23:32:00,2024-01-12 08:32:00,12.945493,76.060698,The complainant's a Royal Enfield was stolen from outside a jewellery shop.
219,105730012202400001,202400001,2024-06-19 05:03:00,1272,12,1,1,2,13,2,5023,2024-06-18 18:03:00,2024-06-18 18:03:00,2024-06-19 02:03:00,12.577856,76.790226,The complainant was assaulted near an apartment complex and ear studs was taken forcibly.
220,105660047202600001,202600001,2026-05-09 14:32:00,1060,47,1,2,2,11,2,5010,2026-05-09 04:32:00,2026-05-09 06:32:00,2026-05-09 08:32:00,14.07662,76.516729,The complainant found a window grille broken on returning home; ear studs and cash were missing.
221,105660046202400003,202400003,2024-04-19 18:22:00,1063,46,1,2,2,14,1,5016,2024-04-19 00:22:00,2024-04-19 00:22:00,2024-04-19 14:22:00,14.112397,76.529454,The complainant reported theft of a laptop bag from the premises near a petrol bunk.
222,105780021202400001,202400001,2024-05-23 21:47:00,1082,21,1,1,1,22,2,5022,2024-05-23 11:47:00,2024-05-23 12:47:00,2024-05-23 18:47:00,11.960353,77.204047,An attempt was made on the complainant's life near a jewellery shop using a sharp weapon.
223,105660045202500002,202500002,2025-05-29 19:49:00,1219,45,1,2,2,12,1,5008,2025-05-27 00:49:00,2025-05-27 01:49:00,2025-05-29 17:49:00,14.198043,76.50023,a Hero Splendor parked near a government office was found missing in the early hours.
224,105780020202400002,202400002,2024-08-22 07:08:00,1118,20,1,2,4,40,2,5008,2024-08-22 03:08:00,2024-08-22 05:08:00,2024-08-22 04:08:00,12.039294,77.059417,An unknown person defrauded the complainant of cash promising two gold bangles during the afternoon.
225,105670042202400003,202400003,2024-08-05 11:30:00,1066,42,1,2,2,10,2,5011,2024-08-05 09:30:00,2024-08-05 11:30:00,2024-08-05 11:30:00,14.44115,75.95811,The complainant states that a passer-by snatched two gold bangles near a school late in the evening and fled into the residential layout.
226,105730013202400001,202400001,2024-03-18 01:39:00,1223,13,1,1,1,22,2,5003,2024-03-17 17:39:00,2024-03-17 20:39:00,2024-03-17 23:39:00,12.551194,76.701268,An attempt was made on the complainant's life near a park gate using a sharp weapon.
227,105620052202500002,202500002,2025-09-13 15:13:00,1137,52,1,2,1,21,2,5018,2025-09-13 08:13:00,2025-09-13 08:13:00,2025-09-13 13:13:00,15.32723,75.204585,The complainant sustained injuries in an assault near a temple at night.
228,105720001202500009,202500009,2025-10-28 23:40:00,1005,1,1,2,2,11,1,5012,2025-10-26 11:40:00,2025-10-26 12:40:00,2025-10-28 19:40:00,12.824497,77.571023,The house near a jewellery shop was burgled via the compound gate; a mangalsutra was reported stolen.
229,105550051202400004,202400004,2024-06-09 23:14:00,1251,51,1,2,4,40,1,5024,2024-06-08 14:14:00,2024-06-08 15:14:00,2024-06-09 17:14:00,16.04708,74.835004,An unknown person defrauded the complainant of cash promising two gold bangles during the afternoon.
230,105730013202600002,202600002,2026-01-12 02:08:00,1073,13,1,2,1,21,1,5021,2026-01-11 16:08:00,2026-01-11 16:08:00,2026-01-12 01:08:00,12.539186,76.663244,The complainant sustained injuries in an assault near a temple in the early hours.
231,105840008202500001,202500001,2025-07-11 20:17:00,1218,8,1,1,2,13,1,5013,2025-07-10 22:17:00,2025-07-10 23:17:00,2025-07-11 20:17:00,12.777493,77.1895,The complainant was waylaid near a jewellery shop in the early hours and robbed of a gold chain at knife-point.
232,105670043202400002,202400002,2024-05-03 22:59:00,1146,43,1,2,4,40,1,5012,2024-05-01 11:59:00,2024-05-01 11:59:00,2024-05-03 21:59:00,14.371926,75.978804,The complainant was cheated of money near a vegetable market on a false promise late in the evening.
233,105840009202400004,202400004,2024-04-27 21:27:00,1211,9,1,1,1,22,1,5020,2024-04-25 18:27:00,2024-04-25 20:27:00,2024-04-27 19:27:00,12.751549,77.38293,An attempt was made on the complainant's life near a bus stop using a sharp weapon.
234,105810029202500001,202500001,2025-12-20 10:15:00,1071,29,1,1,3,30,2,5010,2025-12-20 02:15:00,2025-12-20 05:15:00,2025-12-20 08:15:00,13.047929,78.195415,"The complainant, a woman, was harassed and assaulted near a bus stop in the early hours."
235,105780021202400002,202400002,2024-01-31 17:23:00,1153,21,1,2,4,40,2,5016,2024-01-31 04:23:00,2024-01-31 07:23:00,2024-01-31 12:23:00,11.924125,77.181634,The complainant was cheated of money near a bus stop on a false promise at night.
236,105650059202500004,202500004,2025-07-22 04:53:00,1108,59,1,2,1,21,2,5013,2025-07-21 22:53:00,2025-07-21 22:53:00,2025-07-22 00:53:00,15.002811,76.557102,The complainant was assaulted with a stick near a petrol bunk and injured.
237,105730014202400001,202400001,2024-04-17 13:23:00,1096,14,1,2,2,14,1,5018,2024-04-16 02:23:00,2024-04-16 03:23:00,2024-04-17 09:23:00,12.571721,76.732339,Household articles and a mobile phone were stolen from the complainant's house near a vegetable market.
238,105660046202600002,202600002,2026-02-08 21:25:00,1076,46,1,2,2,10,3,5001,2026-02-08 09:25:00,2026-02-08 12:25:00,2026-02-08 16:25:00,14.111753,76.550362,a laptop bag was pulled off the complainant's neck near an apartment complex; the accused ran towards the flyover.
239,105670044202400005,202400005,2024-10-25 14:39:00,1007,44,1,2,2,12,1,5005,2024-10-24 11:39:00,2024-10-24 13:39:00,2024-10-25 10:39:00,14.52185,75.997919,Unknown persons rode away a Bajaj Pulsar parked near a hospital gate at dusk.
240,105840010202400003,202400003,2024-07-03 01:49:00,1066,10,1,2,2,11,2,5015,2024-07-02 22:49:00,2024-07-03 00:49:00,2024-07-02 23:49:00,12.6617,77.247871,On returning from a trip the complainant found a window grille forced and valuables gone.
241,105680038202500001,202500001,2025-01-19 18:36:00,1055,38,1,2,2,11,2,5003,2025-01-19 05:36:00,2025-01-19 06:36:00,2025-01-19 13:36:00,13.958907,75.238241,The complainant found the kitchen door broken on returning home; a handbag and cash were missing.
242,105780019202500002,202500002,2025-10-17 13:20:00,1090,19,1,1,1,22,3,5003,2025-10-17 06:20:00,2025-10-17 07:20:00,2025-10-17 07:20:00,12.084373,77.171267,An attempt was made on the complainant's life near a park gate using a sharp weapon.
243,105780022202400002,202400002,2024-07-22 15:26:00,1074,22,1,2,2,14,2,5011,2024-07-22 11:26:00,2024-07-22 13:26:00,2024-07-22 15:26:00,11.8893,77.069774,The complainant reported theft of a handbag from the premises near a hospital gate.
244,105710025202500004,202500004,2025-03-09 07:34:00,1157,25,1,1,2,13,1,5017,2025-03-06 22:34:00,2025-03-06 22:34:00,2025-03-09 01:34:00,13.425622,76.829772,"Near an apartment complex, unknown persons robbed the complainant of a laptop bag and fled towards the market."
245,105780021202500002,202500002,2025-07-09 20:24:00,1053,21,1,2,2,12,2,5016,2025-07-09 13:24:00,2025-07-09 13:24:00,2025-07-09 15:24:00,11.916704,77.205937,Unknown persons rode away a Yamaha bike parked near a bank ATM in the early hours.
246,105620053202600001,202600001,2026-04-22 21:45:00,1123,53,1,1,1,22,1,5001,2026-04-20 20:45:00,2026-04-20 23:45:00,2026-04-22 15:45:00,15.423011,75.24523,An attempt was made on the complainant's life near a jewellery shop using a sharp weapon.
247,105840007202600001,202600001,2026-03-31 22:27:00,1060,7,1,2,1,21,2,5021,2026-03-31 18:27:00,2026-03-31 21:27:00,2026-03-31 22:27:00,12.624007,77.335504,The complainant was assaulted with a stick near a vegetable market and injured.
248,105830004202600002,202600002,2026-02-01 07:08:00,1193,4,1,2,1,21,1,5025,2026-01-30 23:08:00,2026-01-31 01:08:00,2026-02-01 03:08:00,13.268145,77.476307,The complainant was assaulted with a stick near an apartment complex and injured.
249,105710024202400004,202400004,2024-04-05 16:31:00,1160,24,1,2,2,14,1,5021,2024-04-05 02:31:00,2024-04-05 05:31:00,2024-04-05 15:31:00,13.333977,76.92781,The complainant reported theft of a mangalsutra from the premises near a petrol bunk.
250,105770016202400003,202400003,2024-07-16 23:01:00,1137,16,1,2,2,14,3,5009,2024-07-16 19:01:00,2024-07-16 22:01:00,2024-07-16 23:01:00,12.253539,76.561799,The complainant reported theft of a laptop bag from the premises near a temple.
251,105750063202500002,202500002,2025-03-20 01:27:00,1017,63,1,1,2,13,3,5017,2025-03-19 14:27:00,2025-03-19 16:27:00,2025-03-19 20:27:00,12.863403,75.289747,The complainant was assaulted near a petrol bunk and a mangalsutra was taken forcibly.
252,105770016202400004,202400004,2024-01-10 19:44:00,1052,16,1,1,1,20,2,5018,2024-01-10 10:44:00,2024-01-10 12:44:00,2024-01-10 17:44:00,12.245982,76.537044,The deceased was found with injuries near a park gate; murder is suspected.
253,105670042202500001,202500001,2025-08-28 17:15:00,1008,42,1,2,4,40,3,5003,2025-08-28 12:15:00,2025-08-28 15:15:00,2025-08-28 13:15:00,14.456095,75.919479,An unknown person defrauded the complainant of cash promising a gold chain at night.
254,105810029202400003,202400003,2024-02-18 06:08:00,1022,29,1,2,2,10,2,5004,2024-02-18 00:08:00,2024-02-18 00:08:00,2024-02-18 01:08:00,13.049085,78.15899,a handbag was pulled off the complainant's neck near a bank ATM; the accused ran towards the flyover.
255,105770016202500001,202500001,2025-06-19 02:15:00,1124,16,1,1,1,22,3,5022,2025-06-18 16:15:00,2025-06-18 17:15:00,2025-06-18 21:15:00,12.214842,76.538919,An attempt was made on the complainant's life near a park gate using a sharp weapon.
256,105780020202600001,202600001,2026-05-19 20:06:00,1157,20,1,1,1,22,1,5019,2026-05-18 16:06:00,2026-05-18 16:06:00,2026-05-19 20:06:00,12.031526,77.050882,The complainant was attacked with a weapon near a vegetable market during the afternoon and grievously injured.
257,105660046202400004,202400004,2024-09-28 07:59:00,1195,46,1,1,1,22,3,5024,2024-09-28 03:59:00,2024-09-28 06:59:00,2024-09-28 04:59:00,14.097893,76.5261,An attempt was made on the complainant's life near a vegetable market using a sharp weapon.
258,105740035202400001,202400001,2024-09-01 11:34:00,1147,35,1,2,2,10,2,5023,2024-09-01 02:34:00,2024-09-01 04:34:00,2024-09-01 10:34:00,12.99039,76.034373,"While walking near a bank ATM, a handbag was snatched from the complainant by a passer-by who escaped into the residential layout."
259,105650061202500001,202500001,2025-03-14 14:01:00,1023,61,1,2,2,10,2,5001,2025-03-14 10:01:00,2025-03-14 12:01:00,2025-03-14 11:01:00,15.195793,76.442568,two gold bangles was pulled off the complainant's neck near a hospital gate; the accused ran towards the ring road.
260,105680039202500002,202500002,2025-12-28 16:57:00,1072,39,1,1,1,20,3,5012,2025-12-28 10:57:00,2025-12-28 13:57:00,2025-12-28 13:57:00,14.126364,75.316927,A murder was reported near an apartment complex following a dispute at dusk.
261,105620054202400002,202400002,2024-10-09 17:12:00,1075,54,1,2,1,21,2,5015,2024-10-09 09:12:00,2024-10-09 10:12:00,2024-10-09 15:12:00,15.373296,75.004437,The complainant was assaulted with a stick near a petrol bunk and injured.
262,105680040202400001,202400001,2024-01-07 09:22:00,1100,40,1,1,1,22,1,5014,2024-01-06 13:22:00,2024-01-06 13:22:00,2024-01-07 04:22:00,13.946522,75.168851,The complainant was attacked with a weapon near a jewellery shop at night and grievously injured.
263,105790056202500002,202500002,2025-11-26 14:51:00,1093,56,1,2,4,40,3,5013,2025-11-26 10:51:00,2025-11-26 13:51:00,2025-11-26 12:51:00,17.231315,76.993676,The complainant was cheated of money near a park gate on a false promise late in the evening.
264,105690066202500001,202500001,2025-01-17 18:39:00,1054,66,1,1,2,13,3,5011,2025-01-17 04:39:00,2025-01-17 04:39:00,2025-01-17 12:39:00,13.415719,74.897987,The complainant was assaulted near an apartment complex and a handbag was taken forcibly.
265,105720001202600001,202600001,2026-04-06 03:39:00,1258,1,1,2,2,14,1,5015,2026-04-04 15:39:00,2026-04-04 18:39:00,2026-04-06 02:39:00,12.813019,77.513386,a gold chain was found missing from the complainant's shop near a bank ATM at dusk.
266,105710024202400005,202400005,2024-05-26 10:42:00,1054,24,1,2,2,10,2,5015,2024-05-25 23:42:00,2024-05-26 02:42:00,2024-05-26 05:42:00,13.309248,76.928444,"While walking near an apartment complex, ear studs was snatched from the complainant by a passer-by who escaped towards the ring road."
267,105750065202600001,202600001,2026-05-27 03:13:00,1071,65,1,1,1,20,2,5009,2026-05-26 16:13:00,2026-05-26 18:13:00,2026-05-26 22:13:00,12.912017,75.303125,A murder was reported near a bus stop following a dispute during office hours.
268,105750064202500005,202500005,2025-11-28 03:20:00,1226,64,1,2,2,11,1,5025,2025-11-26 15:20:00,2025-11-26 17:20:00,2025-11-28 03:20:00,12.921292,75.385135,Unknown persons entered through the roof ventilator in the early hours and took gold ornaments and cash.
269,105810029202400004,202400004,2024-07-26 02:10:00,1036,29,1,2,2,14,2,5011,2024-07-25 23:10:00,2024-07-26 00:10:00,2024-07-26 02:10:00,13.018578,78.167891,The complainant reported theft of a gold chain from the premises near a bank ATM.
270,105730011202400001,202400001,2024-05-11 03:19:00,1034,11,1,2,2,11,2,5006,2024-05-10 16:19:00,2024-05-10 18:19:00,2024-05-10 21:19:00,12.500413,76.781179,On returning from a trip the complainant found the compound gate forced and valuables gone.
271,105670043202600002,202600002,2026-06-28 07:08:00,1041,43,1,1,2,13,2,5018,2026-06-28 01:08:00,2026-06-28 04:08:00,2026-06-28 07:08:00,14.375333,75.973463,The complainant was assaulted near a bank ATM and a gold chain was taken forcibly.
272,105750062202400001,202400001,2024-02-23 20:49:00,1029,62,1,2,2,10,2,5008,2024-02-23 12:49:00,2024-02-23 13:49:00,2024-02-23 18:49:00,12.926463,75.183021,"While walking near a bank ATM, a handbag was snatched from the complainant by a passer-by who escaped towards the bus stand."
273,105660045202500003,202500003,2025-09-09 00:56:00,1182,45,1,1,1,20,2,5008,2025-09-08 20:56:00,2025-09-08 23:56:00,2025-09-08 22:56:00,14.237412,76.507625,The deceased was found with injuries near a bank ATM; murder is suspected.
274,105810027202400003,202400003,2024-05-21 00:14:00,1138,27,1,2,2,11,2,5009,2024-05-20 16:14:00,2024-05-20 19:14:00,2024-05-21 00:14:00,13.154884,78.320164,Unknown persons entered through a window grille during the afternoon and took gold ornaments and cash.
275,105690069202400001,202400001,2024-02-24 08:19:00,1218,69,1,2,1,21,2,5024,2024-02-23 21:19:00,2024-02-23 21:19:00,2024-02-24 03:19:00,13.38182,74.764593,A quarrel near a park gate led to the complainant being beaten and hurt.
276,105730011202400002,202400002,2024-09-12 21:18:00,1135,11,1,2,2,14,2,5006,2024-09-12 17:18:00,2024-09-12 20:18:00,2024-09-12 19:18:00,12.519436,76.758242,a wallet with cash kept at the workplace near an apartment complex was stolen late in the evening.
277,105710024202400006,202400006,2024-09-22 07:16:00,1225,24,1,1,1,22,1,5019,2024-09-21 08:16:00,2024-09-21 10:16:00,2024-09-22 02:16:00,13.295047,76.946361,The complainant was attacked with a weapon near an apartment complex in the early hours and grievously injured.
278,105770015202500001,202500001,2025-06-07 05:15:00,1208,15,1,1,1,22,2,5021,2025-06-07 02:15:00,2025-06-07 04:15:00,2025-06-07 03:15:00,12.11433,76.38488,An attempt was made on the complainant's life near a petrol bunk using a sharp weapon.
