CSID,CaseMasterID,csdate,cstype,PolicePersonID
634,634,2024-07-04 18:37:00,C,1172
635,635,2026-01-15 23:25:00,B,1078
636,636,2026-03-04 11:20:00,C,1091
637,637,2026-08-09 07:54:00,C,1115
638,638,2024-06-04 20:44:00,A,1177
639,639,2026-06-01 21:00:00,A,1041
640,640,2025-11-12 04:21:00,A,1134
641,641,2025-10-09 07:52:00,C,1024
642,642,2024-05-01 06:14:00,C,1100
643,643,2025-05-23 11:55:00,A,1229
644,644,2024-06-08 11:46:00,B,1121
645,645,2025-04-03 19:03:00,C,1144
646,646,2026-08-15 21:48:00,A,1209
647,647,2025-04-13 02:23:00,A,1031
648,648,2024-06-23 07:51:00,A,1169
649,649,2026-09-03 02:51:00,C,1245
650,650,2024-10-22 09:52:00,A,1093
651,651,2025-08-06 13:04:00,C,1165
652,652,2024-09-04 05:40:00,C,1244
653,653,2026-06-19 08:08:00,C,1085
654,654,2026-02-06 11:56:00,C,1142
655,655,2026-08-07 17:49:00,C,1053
656,656,2024-06-25 15:52:00,B,1104
657,657,2025-03-27 03:29:00,C,1103
658,658,2025-04-17 09:22:00,C,1130
659,659,2026-07-23 04:18:00,C,1002
660,660,2024-02-13 10:26:00,A,1142
661,661,2025-12-18 17:33:00,A,1128
662,662,2025-09-26 01:39:00,C,1187
663,663,2026-04-28 00:33:00,C,1235
664,664,2026-01-16 21:58:00,C,1078
665,665,2024-05-27 14:52:00,C,1132
666,666,2025-07-18 02:04:00,A,1107
667,667,2025-10-29 03:38:00,A,1205
668,668,2024-09-30 20:57:00,C,1173
669,669,2025-02-21 08:02:00,C,1260
670,670,2025-06-14 05:28:00,A,1136
671,671,2025-07-02 11:08:00,C,1224
672,672,2026-06-17 15:14:00,A,1196
673,673,2025-05-04 09:28:00,A,1245
674,674,2025-12-17 23:15:00,C,1193
675,675,2026-06-09 15:08:00,C,1036
676,676,2026-04-03 17:04:00,A,1182
677,677,2024-03-03 23:47:00,C,1240
678,678,2024-09-12 14:05:00,A,1222
679,679,2024-10-19 15:30:00,B,1065
680,680,2024-02-14 18:02:00,A,1148
681,681,2024-06-23 06:08:00,C,1058
682,682,2025-04-30 07:50:00,A,1226
683,683,2025-12-22 01:30:00,C,1170
684,684,2026-07-05 17:14:00,A,1127
685,685,2025-03-04 22:13:00,C,1121
686,686,2024-04-24 19:51:00,A,1071
687,687,2024-07-28 20:41:00,A,1110
688,688,2026-03-02 05:14:00,A,1139
689,689,2024-11-05 02:52:00,B,1144
690,690,2026-06-30 11:16:00,B,1195
691,691,2025-01-22 10:42:00,C,1243
692,692,2024-12-23 21:07:00,C,1169
693,693,2024-09-16 05:11:00,C,1269
694,694,2025-08-05 05:42:00,C,1185
695,695,2026-08-23 00:00:00,C,1139
696,696,2026-08-15 02:10:00,A,1152
697,697,2024-12-16 02:59:00,A,1065
698,698,2025-12-20 11:18:00,A,1176
699,699,2025-12-03 23:00:00,A,1025
700,700,2025-06-04 15:09:00,A,1204
701,701,2026-04-02 09:57:00,A,1273
702,702,2026-01-15 06:39:00,C,1094
703,703,2025-08-24 09:57:00,A,1062
704,704,2025-11-27 09:13:00,A,1094
705,705,2024-09-17 08:14:00,A,1060
706,706,2024-08-16 02:50:00,B,1226
707,707,2025-09-18 23:04:00,C,1014
708,708,2026-06-18 10:24:00,C,1048
709,709,2026-08-25 11:04:00,C,1133
710,710,2024-02-18 02:37:00,A,1118
711,711,2024-02-09 23:09:00,C,1266
712,712,2026-04-17 14:12:00,A,1208
713,713,2025-05-21 20:49:00,C,1105
714,714,2025-10-06 04:53:00,A,1149
715,715,2025-05-14 21:57:00,B,1025
716,716,2026-07-29 09:50:00,C,1240
717,717,2025-02-01 00:13:00,A,1081
718,718,2025-10-10 11:00:00,C,1189
719,719,2025-08-09 08:59:00,A,1163
720,720,2024-06-28 22:18:00,C,1192
721,721,2025-09-27 13:12:00,A,1102
722,722,2025-09-02 03:37:00,A,1133
723,723,2025-01-09 04:25:00,A,1071
724,724,2024-05-16 18:25:00,C,1029
725,725,2025-09-26 01:33:00,C,1171
726,726,2024-12-23 17:25:00,A,1131
727,727,2025-09-03 14:38:00,A,1014
728,728,2025-09-28 09:57:00,C,1263
729,729,2025-10-08 11:29:00,A,1096
730,730,2026-09-13 20:22:00,C,1092
731,731,2026-03-08 13:21:00,C,1096
732,732,2024-08-10 15:50:00,A,1047
733,733,2025-05-06 17:27:00,C,1081
734,734,2025-04-06 23:30:00,A,1016
735,735,2024-07-24 03:48:00,A,1215
736,736,2024-08-01 17:38:00,A,1183
737,737,2024-09-16 08:45:00,C,1048
738,738,2025-08-21 08:34:00,C,1085
739,739,2024-07-10 14:37:00,C,1159
740,740,2026-03-14 18:17:00,C,1074
741,741,2024-08-08 04:21:00,A,1080
742,742,2024-06-11 13:09:00,C,1235
743,743,2026-08-20 06:47:00,C,1253
744,744,2024-04-09 18:49:00,C,1258
745,745,2024-12-31 12:17:00,A,1198
746,746,2024-07-30 09:02:00,A,1272
747,747,2025-07-01 05:30:00,A,1072
748,748,2025-09-25 20:30:00,C,1104
749,749,2024-07-31 17:32:00,A,1110
750,750,2026-05-09 19:49:00,C,1048
751,751,2024-06-03 00:44:00,B,1054
752,752,2025-09-12 11:40:00,C,1212
753,753,2026-06-27 02:45:00,B,1199
754,754,2026-03-16 12:23:00,B,1164
755,755,2026-01-04 00:25:00,A,1240
756,756,2025-11-19 23:21:00,C,1245
757,757,2026-08-01 18:14:00,C,1151
758,758,2025-02-08 07:57:00,C,1033
759,759,2026-06-14 13:24:00,C,1245
760,760,2025-10-14 04:05:00,C,1217
761,761,2026-04-25 21:24:00,A,1168
762,762,2025-01-15 14:13:00,A,1260
763,763,2026-08-22 00:37:00,A,1245
764,764,2024-10-18 21:44:00,A,1175
765,765,2025-01-12 07:31:00,A,1165
766,766,2025-03-08 03:24:00,C,1260
767,767,2025-06-26 16:53:00,C,1200
768,768,2024-12-11 23:45:00,A,1076
769,769,2026-02-20 12:03:00,C,1134
770,770,2025-11-08 09:58:00,C,1256
771,771,2026-05-07 22:30:00,A,1008
772,772,2025-08-19 17:58:00,A,1198
773,773,2024-03-18 05:20:00,C,1158
774,774,2025-04-02 00:23:00,A,1267
775,775,2024-12-19 12:48:00,C,1189
776,776,2024-12-12 09:05:00,A,1030
777,777,2024-09-23 06:51:00,A,1214
778,778,2025-09-28 10:26:00,C,1099
779,779,2024-08-12 22:35:00,C,1237
780,780,2025-12-24 21:25:00,A,1204
781,781,2025-07-18 20:31:00,B,1011
782,782,2024-10-07 05:07:00,C,1119
783,783,2026-04-24 11:08:00,C,1085
784,784,2024-10-24 21:27:00,C,1137
785,785,2025-03-03 17:50:00,C,1227
786,786,2026-04-15 01:04:00,C,1056
787,787,2024-11-30 09:38:00,A,1104
788,788,2025-06-25 12:22:00,A,1105
789,789,2026-04-17 17:53:00,C,1189
790,790,2025-12-28 21:04:00,A,1051
791,791,2025-02-09 03:39:00,A,1136
792,792,2025-06-01 11:49:00,A,1053
793,793,2025-10-29 06:53:00,C,1060
794,794,2026-06-30 11:28:00,C,1145
795,795,2024-07-10 08:22:00,C,1091
796,796,2025-05-24 19:43:00,A,1043
797,797,2026-01-04 14:27:00,A,1026
798,798,2026-01-25 03:09:00,C,1055
799,799,2025-02-24 01:13:00,A,1029
800,800,2024-11-03 20:42:00,A,1106
801,801,2026-06-04 22:24:00,A,1025
802,802,2025-06-01 07:20:00,C,1027
803,803,2025-01-09 09:07:00,C,1261
804,804,2024-11-11 14:53:00,C,1176
805,805,2025-08-15 18:37:00,C,1210
806,806,2026-04-29 10:40:00,B,1143
807,807,2026-03-12 04:46:00,A,1047
808,808,2024-06-25 12:03:00,A,1107
809,809,2026-09-08 11:45:00,C,1208
810,810,2024-06-22 09:35:00,B,1117
811,811,2024-10-09 17:28:00,B,1172
812,812,2025-01-07 19:28:00,A,1062
813,813,2024-07-16 23:31:00,A,1218
814,814,2024-04-02 13:43:00,A,1212
815,815,2026-02-24 08:59:00,C,1132
816,816,2025-08-02 21:06:00,C,1037
817,817,2025-09-12 04:54:00,A,1144
818,818,2026-01-03 16:33:00,C,1132
819,819,2025-08-12 19:21:00,C,1151
820,820,2024-09-17 00:26:00,A,1043
821,821,2025-01-30 09:16:00,A,1156
822,822,2025-05-20 05:49:00,A,1159
823,823,2025-05-10 19:51:00,C,1262
824,824,2025-01-28 08:40:00,C,1234
825,825,2024-06-06 12:31:00,C,1036
826,826,2026-04-04 01:04:00,B,1170
827,827,2024-03-16 00:07:00,C,1078
828,828,2024-04-23 07:02:00,C,1106
829,829,2025-10-14 08:22:00,C,1000
830,830,2025-07-13 05:46:00,C,1133
831,831,2024-05-29 08:27:00,A,1075
832,832,2026-01-20 09:06:00,A,1172
833,833,2025-05-24 12:00:00,A,1142
834,834,2025-05-08 13:40:00,A,1188
835,835,2025-07-11 23:35:00,A,1155
836,836,2025-01-30 22:14:00,C,1196
837,837,2025-09-30 04:42:00,C,1043
838,838,2025-10-03 11:17:00,C,1161
839,839,2024-10-05 02:16:00,A,1036
840,840,2024-10-30 05:43:00,C,1225
841,841,2025-05-08 22:01:00,C,1270
842,842,2024-12-11 09:05:00,C,1055
843,843,2025-05-19 11:25:00,C,1079
844,844,2026-01-09 13:16:00,C,1236
845,845,2024-10-22 23:34:00,C,1050
846,846,2024-02-14 09:42:00,A,1044
847,847,2024-06-14 07:43:00,C,1010
848,848,2024-06-29 17:26:00,A,1124
849,849,2024-10-14 17:56:00,C,1266
850,850,2025-06-08 01:01:00,C,1245
851,851,2026-10-17 01:25:00,A,1233
852,852,2025-05-27 17:13:00,C,1106
853,853,2025-09-05 05:14:00,C,1178
854,854,2024-10-09 04:04:00,A,1186
855,855,2024-12-03 17:02:00,A,1015
856,856,2025-03-12 04:27:00,A,1211
857,857,2025-03-14 15:45:00,A,1155
858,858,2024-06-17 17:49:00,A,1010
859,859,2024-06-13 08:47:00,C,1169
860,860,2024-03-16 04:56:00,A,1259
861,861,2024-10-13 22:43:00,A,1124
862,862,2025-01-28 00:54:00,C,1200
863,863,2025-05-04 03:48:00,A,1226
864,864,2024-09-28 19:37:00,A,1044
865,865,2024-08-04 13:08:00,A,1020
866,866,2026-01-15 13:05:00,C,1197
867,867,2024-04-15 09:26:00,A,1210
868,868,2025-03-11 21:43:00,A,1158
869,869,2025-09-22 13:50:00,C,1261
870,870,2026-04-28 21:34:00,C,1027
871,871,2026-07-08 03:52:00,A,1253
872,872,2025-05-27 04:03:00,C,1264
873,873,2024-12-28 18:55:00,B,1191
874,874,2024-02-20 20:32:00,C,1115
875,875,2025-12-15 00:20:00,C,1076
876,876,2025-03-03 10:50:00,C,1085
877,877,2025-07-23 03:02:00,C,1192
878,878,2025-06-28 12:17:00,A,1223
879,879,2026-04-26 08:55:00,A,1232
880,880,2025-02-23 18:18:00,B,1156
881,881,2025-02-28 19:03:00,C,1150
882,882,2026-03-05 09:21:00,C,1124
883,883,2026-02-09 04:55:00,C,1127
884,884,2024-08-10 09:51:00,C,1163
885,885,2025-08-02 15:10:00,C,1256
886,886,2026-07-13 05:34:00,B,1199
887,887,2025-06-08 03:14:00,C,1217
888,888,2026-04-13 01:30:00,A,1083
889,889,2024-06-13 11:26:00,A,1142
890,890,2025-02-21 17:29:00,C,1016
891,891,2024-03-05 09:07:00,A,1187
892,892,2026-04-30 18:04:00,C,1165
893,893,2025-10-04 11:39:00,A,1160
894,894,2025-08-11 14:01:00,B,1088
895,895,2025-07-16 03:20:00,B,1004
896,896,2025-09-08 20:05:00,A,1156
897,897,2024-08-08 04:25:00,C,1111
898,898,2026-06-19 08:17:00,C,1078
899,899,2026-01-23 20:46:00,A,1143
900,900,2025-10-14 00:55:00,C,1146
901,901,2026-04-04 02:35:00,C,1120
902,902,2024-04-25 20:44:00,A,1045
903,903,2024-05-21 15:47:00,C,1052
904,904,2025-05-09 22:58:00,A,1139
905,905,2024-08-12 22:49:00,A,1271
906,906,2024-10-29 23:51:00,C,1215
907,907,2025-12-02 07:24:00,A,1034
908,908,2026-02-17 19:38:00,A,1122
909,909,2026-01-26 10:30:00,A,1233
910,910,2025-02-21 20:16:00,A,1094
911,911,2024-08-16 15:48:00,C,1104
912,912,2024-10-04 09:47:00,A,1017
913,913,2026-02-11 16:51:00,A,1244
914,914,2024-06-28 16:08:00,C,1020
915,915,2024-07-29 16:21:00,C,1222
916,916,2026-01-06 10:11:00,A,1228
917,917,2025-08-11 13:28:00,A,1073
918,918,2024-10-29 08:08:00,B,1261
919,919,2025-12-13 02:14:00,C,1270
920,920,2024-11-19 05:28:00,A,1188
921,921,2024-10-31 20:42:00,A,1033
922,922,2025-02-04 03:59:00,C,1049
923,923,2024-11-21 22:50:00,A,1044
924,924,2025-07-27 09:25:00,A,1118
925,925,2025-06-17 09:00:00,B,1132
926,926,2026-01-21 15:22:00,B,1212
927,927,2024-06-01 12:04:00,A,1205
928,928,2025-10-06 04:41:00,A,1112
929,929,2025-07-19 12:04:00,C,1067
930,930,2024-08-02 22:27:00,A,1069
931,931,2026-09-17 06:03:00,C,1006
932,932,2024-12-15 17:36:00,A,1221
933,933,2026-07-04 09:28:00,C,1200
934,934,2024-07-23 02:51:00,A,1211
935,935,2024-07-03 23:09:00,A,1199
936,936,2025-05-07 18:01:00,A,1055
937,937,2026-03-22 07:02:00,C,1007
938,938,2025-03-04 01:30:00,A,1095
939,939,2024-10-21 03:47:00,B,1164
940,940,2025-03-12 04:08:00,A,1146
941,941,2024-10-07 08:52:00,A,1150
942,942,2025-07-19 00:16:00,A,1020
943,943,2024-09-18 21:24:00,A,1108
944,944,2026-02-02 03:53:00,A,1135
945,945,2025-10-26 04:05:00,A,1132
946,946,2025-08-17 15:29:00,A,1177
947,947,2024-08-04 14:55:00,A,1080
948,948,2026-01-06 02:24:00,A,1114
949,949,2025-07-17 07:07:00,A,1215
950,950,2024-09-23 22:12:00,A,1135
951,951,2026-01-03 02:00:00,B,1246
952,952,2026-01-16 17:51:00,C,1023
953,953,2026-01-06 17:55:00,A,1027
954,954,2025-10-05 05:30:00,A,1011
955,955,2024-09-30 05:11:00,A,1106
956,956,2026-08-17 12:52:00,A,1264
957,957,2026-08-02 14:35:00,C,1021
958,958,2026-07-03 00:52:00,A,1010
959,959,2024-10-11 04:07:00,A,1196
960,960,2026-01-02 02:56:00,A,1263
961,961,2024-12-09 08:59:00,B,1058
962,962,2025-02-19 13:38:00,C,1228
963,963,2024-08-31 20:47:00,B,1213
964,964,2024-03-27 11:49:00,A,1188
965,965,2026-09-28 00:59:00,A,1182
966,966,2026-06-06 22:05:00,C,1012
967,967,2024-09-09 00:18:00,A,1086
968,968,2025-03-01 01:44:00,A,1085
969,969,2025-12-25 23:19:00,C,1142
970,970,2024-06-20 05:34:00,A,1117
971,971,2025-09-21 06:43:00,C,1067
972,972,2025-06-14 04:23:00,A,1233
973,973,2024-10-02 12:56:00,C,1250
974,974,2026-05-15 00:02:00,A,1092
975,975,2026-04-08 02:46:00,A,1056
976,976,2024-07-24 15:12:00,A,1123
977,977,2025-04-26 08:00:00,A,1117
978,978,2024-12-17 12:09:00,A,1033
979,979,2025-04-20 11:48:00,A,1230
980,980,2025-09-25 05:53:00,C,1048
981,981,2025-01-03 03:41:00,A,1171
982,982,2024-05-17 17:42:00,C,1112
983,983,2025-06-28 14:25:00,C,1053
984,984,2025-04-10 04:51:00,B,1022
985,985,2025-06-28 05:31:00,A,1179
986,986,2025-10-28 22:12:00,A,1118
987,987,2025-02-09 12:23:00,A,1224
988,988,2024-11-11 16:41:00,A,1139
989,989,2025-03-21 08:24:00,C,1034
990,990,2024-03-03 12:54:00,B,1107
991,991,2026-08-19 13:18:00,C,1086
992,992,2025-04-15 10:58:00,C,1183
993,993,2025-12-15 11:31:00,A,1006
994,994,2026-02-17 08:11:00,C,1056
995,995,2024-08-16 05:57:00,A,1186
996,996,2025-01-05 10:50:00,A,1148
997,997,2024-12-24 02:27:00,A,1202
998,998,2024-04-27 00:43:00,C,1091
999,999,2026-04-07 10:35:00,C,1041
1000,1000,2024-03-28 12:54:00,C,1193
1001,1001,2026-03-15 00:17:00,C,1181
1002,1002,2025-03-13 10:46:00,C,1101
1003,1003,2026-03-31 14:54:00,C,1105
1004,1004,2024-09-20 18:06:00,B,1044
1005,1005,2026-08-07 12:13:00,C,1033
1006,1006,2025-04-02 18:47:00,A,1193
1007,1007,2026-01-06 02:05:00,B,1256
1008,1008,2024-11-10 18:40:00,C,1097
1009,1009,2024-05-05 07:03:00,C,1112
1010,1010,2026-04-26 03:47:00,A,1251
1011,1011,2026-03-27 10:36:00,B,1150
1012,1012,2024-07-09 12:28:00,C,1218
1013,1013,2025-06-15 17:38:00,A,1014
1014,1014,2025-10-21 07:40:00,A,1083
1015,1015,2024-11-27 05:09:00,A,1159
1016,1016,2025-07-27 14:21:00,A,1143
1017,1017,2025-07-19 12:24:00,B,1180
1018,1018,2024-04-11 10:48:00,A,1103
1019,1019,2026-01-14 16:27:00,A,1229
1020,1020,2025-11-08 19:25:00,C,1187
1021,1021,2026-02-21 09:10:00,A,1107
1022,1022,2024-03-11 11:08:00,A,1184
1023,1023,2024-06-19 21:39:00,A,1081
1024,1024,2024-05-31 18:48:00,A,1058
1025,1025,2024-09-08 06:03:00,A,1151
1026,1026,2024-12-18 06:08:00,A,1103
1027,1027,2025-12-05 17:29:00,C,1142
1028,1028,2025-02-23 06:30:00,C,1112
1029,1029,2024-03-30 22:49:00,A,1251
1030,1030,2025-12-23 20:20:00,A,1122
1031,1031,2025-08-26 06:29:00,A,1076
1032,1032,2026-01-19 22:11:00,A,1070
1033,1033,2025-05-12 03:37:00,C,1242
1034,1034,2025-10-20 20:19:00,A,1141
1035,1035,2024-12-09 01:55:00,C,1055
1036,1036,2025-09-12 16:23:00,A,1267
1037,1037,2026-02-03 05:34:00,A,1135
1038,1038,2025-11-24 20:12:00,A,1232
1039,1039,2025-05-07 06:13:00,C,1007
1040,1040,2024-08-05 19:03:00,A,1006
1041,1041,2024-06-22 22:08:00,A,1126
1042,1042,2026-10-15 05:53:00,C,1035
1043,1043,2025-05-14 00:58:00,A,1001
1044,1044,2025-06-03 08:09:00,A,1190
1045,1045,2026-10-13 12:18:00,A,1146
1046,1046,2026-07-04 01:23:00,A,1161
1047,1047,2025-02-13 01:58:00,B,1029
1048,1048,2025-02-12 03:48:00,A,1133
1049,1049,2025-05-03 20:38:00,A,1167
1050,1050,2024-11-24 12:19:00,C,1213
1051,1051,2026-05-25 08:47:00,B,1165
1052,1052,2025-03-21 03:47:00,A,1014
1053,1053,2024-06-05 08:15:00,C,1095
1054,1054,2024-02-13 02:00:00,C,1190
1055,1055,2024-07-06 00:11:00,C,1057
1056,1056,2026-03-23 02:48:00,A,1148
1057,1057,2026-05-02 10:38:00,A,1153
1058,1058,2026-01-25 20:01:00,A,1231
1059,1059,2025-07-15 10:28:00,A,1014
1060,1060,2024-06-03 15:30:00,C,1207
1061,1061,2024-12-11 03:42:00,B,1204
1062,1062,2024-12-13 07:22:00,C,1137
1063,1063,2026-02-15 02:57:00,C,1273
1064,1064,2025-08-17 09:35:00,A,1053
1065,1065,2026-07-29 16:13:00,A,1138
1066,1066,2026-02-27 03:11:00,C,1198
1067,1067,2026-09-13 06:23:00,C,1090
1068,1068,2025-01-10 17:47:00,A,1211
1069,1069,2025-05-04 07:22:00,B,1212
1070,1070,2025-07-22 13:10:00,A,1273
1071,1071,2024-09-27 04:14:00,A,1111
1072,1072,2025-01-27 04:40:00,A,1045
1073,1073,2025-12-09 16:03:00,B,1213
1074,1074,2025-06-05 23:50:00,B,1219
1075,1075,2024-04-16 11:35:00,A,1246
1076,1076,2025-09-19 20:09:00,A,1111
1077,1077,2025-02-15 15:05:00,B,1081
1078,1078,2025-03-14 07:56:00,A,1104
1079,1079,2026-01-01 01:20:00,A,1063
1080,1080,2024-11-29 05:11:00,B,1236
1081,1081,2026-03-20 02:44:00,B,1155
1082,1082,2026-05-18 14:07:00,C,1014
1083,1083,2026-01-23 12:06:00,A,1147
1084,1084,2026-02-12 23:23:00,C,1189
1085,1085,2024-12-24 14:59:00,A,1198
1086,1086,2026-03-31 10:24:00,B,1005
1087,1087,2025-04-03 15:11:00,A,1000
1088,1088,2026-08-28 00:24:00,A,1211
1089,1089,2025-04-25 01:25:00,A,1251
1090,1090,2026-04-09 02:08:00,C,1256
1091,1091,2026-06-26 23:38:00,A,1045
1092,1092,2026-01-15 17:45:00,C,1202
1093,1093,2026-04-11 20:32:00,A,1054
1094,1094,2025-10-10 17:06:00,C,1114
1095,1095,2026-07-27 21:53:00,C,1002
1096,1096,2024-10-13 15:08:00,C,1062
1097,1097,2025-07-19 02:20:00,A,1107
1098,1098,2025-12-19 03:40:00,A,1144
1099,1099,2025-02-27 09:02:00,C,1270
1100,1100,2025-07-03 10:56:00,A,1174
1101,1101,2024-05-21 09:32:00,C,1089
1102,1102,2026-03-09 08:19:00,A,1187
1103,1103,2025-12-05 05:48:00,C,1127
1104,1104,2025-01-26 18:28:00,A,1074
1105,1105,2026-02-15 16:30:00,B,1114
1106,1106,2024-06-30 18:49:00,A,1194
1107,1107,2024-09-27 08:26:00,C,1087
1108,1108,2024-11-30 02:54:00,B,1145
1109,1109,2025-03-14 08:15:00,C,1083
1110,1110,2026-05-20 07:50:00,A,1194
1111,1111,2024-06-28 13:49:00,B,1086
1112,1112,2026-04-15 08:31:00,C,1002
1113,1113,2024-06-23 04:26:00,C,1027
1114,1114,2024-04-07 06:53:00,A,1013
1115,1115,2026-08-22 20:07:00,B,1036
1116,1116,2025-01-26 19:38:00,A,1054
1117,1117,2025-04-30 11:08:00,A,1100
1118,1118,2025-10-31 18:14:00,C,1092
1119,1119,2024-10-13 15:55:00,C,1119
1120,1120,2024-06-06 23:55:00,C,1232
1121,1121,2024-03-17 06:34:00,C,1251
1122,1122,2026-08-29 19:12:00,A,1130
1123,1123,2026-02-23 20:19:00,C,1232
1124,1124,2025-04-30 13:52:00,C,1028
1125,1125,2024-11-30 11:44:00,A,1245
1126,1126,2026-01-22 03:10:00,B,1178
1127,1127,2025-07-01 11:41:00,A,1241
1128,1128,2024-07-30 03:41:00,A,1265
1129,1129,2025-07-23 11:47:00,A,1097
1130,1130,2024-06-30 18:05:00,A,1128
1131,1131,2024-10-31 06:24:00,A,1054
1132,1132,2024-06-17 19:48:00,C,1008
1133,1133,2025-11-25 04:46:00,C,1038
1134,1134,2025-06-19 11:39:00,B,1213
1135,1135,2026-09-14 09:19:00,A,1065
1136,1136,2026-07-08 16:31:00,A,1271
1137,1137,2026-03-06 13:08:00,A,1016
1138,1138,2025-01-13 02:14:00,C,1218
1139,1139,2026-03-23 00:05:00,C,1243
1140,1140,2024-06-29 21:08:00,A,1047
1141,1141,2025-08-06 03:55:00,A,1196
1142,1142,2025-12-07 21:26:00,C,1148
1143,1143,2024-07-01 03:17:00,A,1043
1144,1144,2026-01-29 17:38:00,A,1050
1145,1145,2025-07-07 03:45:00,C,1120
1146,1146,2026-06-23 03:34:00,C,1015
1147,1147,2024-09-24 01:05:00,A,1073
1148,1148,2024-10-13 00:44:00,A,1121
1149,1149,2026-10-22 00:13:00,C,1028
1150,1150,2025-11-19 05:48:00,C,1196
1151,1151,2024-08-06 17:32:00,B,1136
1152,1152,2026-07-31 11:44:00,B,1224
1153,1153,2024-05-29 19:43:00,A,1173
1154,1154,2025-08-18 11:35:00,C,1101
1155,1155,2025-02-18 23:35:00,C,1213
1156,1156,2025-11-21 16:48:00,C,1270
1157,1157,2024-10-19 03:16:00,C,1072
1158,1158,2025-11-14 10:34:00,C,1117
1159,1159,2024-08-16 21:47:00,C,1241
1160,1160,2025-10-12 02:48:00,C,1197
1161,1161,2025-06-04 06:08:00,C,1148
1162,1162,2025-03-20 11:37:00,B,1102
1163,1163,2025-06-20 18:04:00,C,1079
1164,1164,2025-09-13 17:53:00,C,1101
1165,1165,2024-11-16 14:51:00,A,1163
1166,1166,2024-07-09 03:03:00,C,1195
1167,1167,2025-11-01 16:02:00,C,1178
1168,1168,2025-03-15 21:58:00,C,1018
1169,1169,2025-01-15 04:43:00,B,1273
1170,1170,2025-01-21 07:24:00,C,1082
1171,1171,2024-07-18 20:57:00,A,1044
1172,1172,2024-12-27 13:42:00,C,1200
1173,1173,2025-05-01 14:54:00,C,1220
1174,1174,2026-08-28 19:23:00,C,1080
1175,1175,2024-07-25 05:50:00,A,1171
1176,1176,2026-07-02 11:48:00,C,1097
1177,1177,2024-09-18 15:12:00,A,1113
1178,1178,2024-04-13 17:26:00,C,1067
1179,1179,2024-04-30 14:20:00,C,1202
1180,1180,2024-08-14 00:33:00,C,1246
1181,1181,2025-09-19 11:56:00,A,1188
1182,1182,2025-03-08 10:38:00,C,1255
1183,1183,2025-12-02 03:32:00,A,1102
1184,1184,2026-08-29 12:14:00,A,1128
1185,1185,2025-05-20 23:15:00,A,1086
1186,1186,2025-08-04 14:12:00,A,1127
1187,1187,2024-11-07 11:58:00,C,1180
1188,1188,2024-06-18 09:41:00,C,1240
1189,1189,2026-06-30 17:49:00,A,1129
1190,1190,2026-06-04 23:27:00,C,1163
1191,1191,2024-05-07 02:02:00,C,1006
1192,1192,2024-05-12 19:06:00,C,1244
1193,1193,2024-04-02 18:00:00,C,1010
1194,1194,2025-05-07 22:03:00,A,1013
1195,1195,2025-07-06 23:08:00,A,1089
1196,1196,2026-02-06 12:00:00,C,1168
1197,1197,2025-03-13 12:42:00,C,1122
1198,1198,2024-10-30 11:25:00,C,1127
1199,1199,2025-08-23 15:30:00,C,1054
1200,1200,2025-07-31 08:06:00,A,1007
1201,1201,2024-12-29 03:51:00,C,1164
1202,1202,2026-04-07 18:05:00,A,1130
1203,1203,2026-09-02 09:57:00,A,1138
1204,1204,2026-07-27 11:39:00,C,1164
1205,1205,2026-03-30 18:52:00,C,1089
1206,1206,2026-07-09 18:22:00,C,1150
1207,1207,2026-07-06 00:22:00,A,1020
1208,1208,2025-02-19 15:06:00,A,1020
1209,1209,2024-10-18 19:17:00,A,1123
1210,1210,2025-04-22 09:54:00,C,1203
1211,1211,2024-08-13 09:06:00,C,1041
1212,1212,2024-07-17 02:27:00,C,1023
1213,1213,2024-08-08 20:47:00,A,1132
1214,1214,2025-09-13 05:13:00,C,1218
1215,1215,2025-11-25 15:52:00,C,1142
1216,1216,2025-01-09 07:11:00,A,1268
1217,1217,2024-07-10 01:00:00,A,1236
1218,1218,2025-05-29 16:27:00,C,1124
1219,1219,2025-07-29 07:13:00,C,1238
1220,1220,2025-08-30 13:31:00,C,1144
1221,1221,2025-06-15 15:36:00,A,1015
1222,1222,2024-04-04 03:02:00,C,1227
1223,1223,2025-04-12 07:04:00,C,1160
1224,1224,2025-02-23 17:03:00,A,1140
1225,1225,2026-08-01 15:48:00,A,1049
1226,1226,2026-09-06 21:56:00,A,1177
1227,1227,2024-07-31 21:09:00,C,1241
1228,1228,2025-01-10 01:01:00,C,1259
1229,1229,2025-10-23 09:10:00,C,1186
1230,1230,2025-11-26 21:51:00,A,1110
1231,1231,2026-03-10 18:29:00,A,1203
1232,1232,2025-04-14 11:51:00,B,1147
1233,1233,2025-06-23 12:14:00,C,1002
1234,1234,2025-11-05 02:10:00,C,1168
1235,1235,2025-07-29 16:50:00,A,1080
1236,1236,2026-04-26 08:52:00,A,1208
1237,1237,2025-04-17 08:23:00,A,1035
1238,1238,2025-03-08 10:35:00,C,1023
1239,1239,2026-05-21 10:20:00,A,1155
1240,1240,2025-08-03 07:33:00,A,1025
1241,1241,2024-03-27 02:24:00,C,1038
1242,1242,2025-08-18 13:16:00,B,1213
1243,1243,2025-02-13 03:20:00,C,1171
1244,1244,2024-10-02 01:46:00,A,1254
1245,1245,2026-04-13 10:16:00,C,1064
