ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
442,996,2,2025-01-02,29,577,16,1198,5025,1259,1,0
443,997,2,2024-09-24,29,578,21,1211,5021,1261,1,0
444,1006,2,2025-01-31,29,567,44,1242,5005,1271,1,0
445,1010,2,2026-05-11,29,573,14,1221,5023,1276,1,0
446,1013,2,2025-06-20,29,578,22,1093,5022,1281,1,0
447,1014,2,2025-10-23,29,577,15,1254,5003,1282,1,0
448,1015,1,2024-11-20,29,568,40,1111,5002,1284,1,0
449,1016,1,2025-07-19,29,569,66,1089,5005,1285,1,0
450,1018,1,2024-05-20,29,579,56,1267,5023,1288,1,0
451,1019,2,2025-12-16,29,578,20,1060,5015,1290,1,0
452,1021,1,2026-04-24,29,569,69,1202,5009,1292,1,0
453,1022,1,2024-04-20,29,577,16,1207,5007,1294,1,0
454,1023,2,2024-05-15,29,566,47,1187,5011,1295,1,0
455,1024,2,2024-06-02,29,575,62,1151,5011,1296,1,0
456,1025,1,2024-10-19,29,577,16,1107,5010,1298,1,0
457,1026,2,2025-01-11,29,577,16,1134,5022,1299,1,0
458,1029,1,2024-05-03,29,572,1,1233,5019,1303,1,0
459,1030,1,2025-12-05,29,577,17,1164,5004,1304,1,0
460,1031,2,2025-08-07,29,582,31,1079,5014,1305,1,0
461,1032,1,2026-03-19,29,574,34,1068,5023,1307,1,0
462,1034,2,2025-10-06,29,577,18,1198,5015,1310,1,0
463,1036,2,2025-09-15,29,569,67,1072,5012,1313,1,0
464,1037,2,2026-03-06,29,566,46,1128,5025,1315,1,0
465,1038,2,2025-09-20,29,575,63,1256,5001,1316,1,0
466,1040,1,2024-10-20,29,568,39,1219,5007,1319,1,0
467,1041,2,2024-05-25,29,555,51,1022,5004,1321,1,0
468,1043,2,2025-05-27,29,567,41,1058,5020,1323,1,0
469,1044,1,2025-05-02,29,584,8,1040,5020,1325,1,0
470,1045,2,2026-09-14,29,579,58,1241,5008,1326,1,0
471,1046,2,2026-06-17,29,584,9,1196,5023,1328,1,0
472,1048,1,2025-01-21,29,571,26,1091,5019,1330,1,0
473,1049,1,2025-02-16,29,579,56,1012,5024,1332,1,0
474,1052,1,2025-05-17,29,577,16,1220,5003,1336,1,0
475,1056,2,2026-03-18,29,577,18,1066,5019,1340,1,0
476,1057,1,2026-04-09,29,562,53,1085,5006,1342,1,0
477,1058,1,2025-12-22,29,584,8,1175,5017,1343,1,0
478,1059,2,2025-06-26,29,573,11,1072,5003,1345,1,0
479,1064,1,2025-10-15,29,584,10,1159,5021,1351,1,0
480,1065,1,2026-07-14,29,571,23,1133,5024,1352,1,0
481,1068,2,2025-02-04,29,562,52,1205,5004,1356,1,0
482,1070,1,2025-08-31,29,579,58,1055,5016,1359,1,0
483,1071,1,2024-10-05,29,575,65,1011,5002,1361,1,0
484,1072,1,2025-02-24,29,569,68,1132,5006,1362,1,0
485,1075,1,2024-03-24,29,579,57,1129,5003,1365,1,0
486,1076,1,2025-06-27,29,584,8,1096,5012,1366,1,0
487,1078,2,2025-01-25,29,568,39,1133,5005,1369,1,0
488,1079,2,2025-12-01,29,568,40,1168,5010,1370,1,0
489,1083,2,2025-12-12,29,583,6,1227,5006,1374,1,0
490,1085,2,2024-11-13,29,577,17,1212,5024,1377,1,0
491,1087,1,2025-05-08,29,572,1,1155,5006,1379,1,0
492,1088,2,2026-06-17,29,568,39,1090,5022,1380,1,0
493,1089,2,2025-04-07,29,555,51,1261,5001,1381,1,0
494,1091,2,2026-05-21,29,568,38,1251,5014,1384,1,0
495,1093,1,2026-02-18,29,562,52,1098,5001,1386,1,0
496,1097,1,2025-07-31,29,581,27,1100,5018,1390,1,0
497,1098,1,2026-01-07,29,577,17,1051,5019,1391,1,0
498,1100,2,2025-07-16,29,582,32,1090,5017,1393,1,0
499,1102,2,2026-02-27,29,573,13,1148,5023,1395,1,0
500,1104,2,2024-10-27,29,577,18,1010,5006,1398,1,0
501,1106,2,2024-06-22,29,582,31,1058,5010,1402,1,0
502,1110,1,2026-03-06,29,583,6,1241,5021,1406,1,0
503,1114,1,2024-03-06,29,568,38,1132,5001,1411,1,0
504,1116,2,2025-01-19,29,575,62,1030,5005,1415,1,0
505,1117,2,2025-03-09,29,577,15,1053,5007,1416,1,0
506,1122,1,2026-09-17,29,567,43,1216,5016,1421,1,0
507,1125,2,2024-12-26,29,565,61,1027,5015,1425,1,0
508,1127,2,2025-09-16,29,565,60,1272,5008,1428,1,0
509,1128,2,2024-08-23,29,574,36,1160,5018,1430,1,0
510,1129,1,2025-04-30,29,583,4,1051,5003,1432,1,0
511,1130,1,2024-06-05,29,566,45,1235,5007,1434,1,0
512,1131,2,2025-01-07,29,555,51,1019,5002,1435,1,0
513,1135,2,2026-06-22,29,566,45,1255,5007,1440,1,0
514,1136,2,2026-05-03,29,566,47,1259,5005,1441,1,0
515,1137,2,2026-01-11,29,579,56,1128,5011,1443,1,0
516,1140,1,2024-09-11,29,577,17,1231,5022,1447,1,0
517,1141,1,2025-08-17,29,575,63,1236,5025,1448,1,0
518,1143,2,2024-05-04,29,584,7,1118,5022,1450,1,0
519,1144,1,2026-03-14,29,562,53,1015,5019,1451,1,0
520,1147,2,2024-06-25,29,565,61,1131,5019,1455,1,0
521,1148,1,2024-07-30,29,575,64,1213,5022,1456,1,0
522,1153,2,2024-05-05,29,567,42,1154,5012,1464,1,0
523,1165,1,2025-02-11,29,567,42,1004,5018,1478,1,0
524,1171,2,2024-08-18,29,579,58,1068,5025,1485,1,0
525,1175,1,2024-08-09,29,569,68,1072,5010,1490,1,0
526,1177,1,2024-08-28,29,569,69,1198,5005,1493,1,0
527,1181,2,2025-09-16,29,582,30,1192,5018,1498,1,0
528,1183,1,2025-12-01,29,566,47,1097,5001,1501,1,0
529,1184,1,2026-06-19,29,562,52,1248,5011,1502,1,0
530,1185,1,2025-07-25,29,573,12,1117,5011,1504,1,0
531,1186,2,2025-09-21,29,573,11,1085,5020,1505,1,0
532,1189,1,2026-06-13,29,568,38,1145,5010,1509,1,0
533,1194,2,2025-05-14,29,555,50,1144,5006,1514,1,0
534,1195,2,2025-07-20,29,555,50,1161,5003,1516,1,0
535,1200,2,2025-08-17,29,582,30,1086,5015,1521,1,0
536,1202,2,2026-03-14,29,581,28,1128,5007,1523,1,0
537,1203,1,2026-08-10,29,577,18,1214,5005,1525,1,0
538,1207,1,2026-06-16,29,569,69,1097,5003,1529,1,0
539,1208,1,2024-12-13,29,572,3,1143,5007,1531,1,0
540,1209,1,2024-10-16,29,569,66,1059,5006,1532,1,0
541,1213,2,2024-08-09,29,584,8,1078,5021,1537,1,0
542,1216,2,2025-02-25,29,571,23,1204,5022,1541,1,0
543,1217,1,2024-06-18,29,568,37,1140,5004,1543,1,0
544,1221,1,2025-05-25,29,572,2,1167,5008,1547,1,0
545,1224,1,2025-02-14,29,583,5,1019,5020,1551,1,0
546,1225,1,2026-09-20,29,562,52,1170,5004,1553,1,0
547,1226,2,2026-08-04,29,555,49,1138,5017,1554,1,0
548,1230,1,2025-12-27,29,566,45,1229,5005,1559,1,0
549,1231,1,2026-03-18,29,555,51,1107,5005,1560,1,0
550,1235,2,2025-06-14,29,578,22,1200,5004,1565,1,0
551,1236,2,2026-05-29,29,566,46,1168,5007,1567,1,0
552,1237,2,2025-02-12,29,584,7,1116,5005,1568,1,0
553,1239,1,2026-04-25,29,572,1,1099,5013,1571,1,0
554,1240,1,2025-09-08,29,581,27,1052,5010,1573,1,0
555,1244,2,2024-09-14,29,573,13,1067,5008,1578,1,0
556,1249,1,2026-08-28,29,568,39,1258,5004,1583,1,0
557,1250,1,2025-10-31,29,572,1,1077,5011,1584,1,0
558,1251,1,2026-01-27,29,569,69,1114,5025,1586,1,0
559,1252,1,2026-02-03,29,566,45,1015,5024,1588,1,0
560,1254,2,2026-06-03,29,578,19,1164,5019,1592,1,0
561,1257,1,2025-02-11,29,568,39,1263,5014,1595,1,0
562,1262,2,2024-10-23,29,574,36,1254,5008,1600,1,0
563,1267,1,2026-04-13,29,578,20,1152,5010,1607,1,0
564,1269,1,2026-04-02,29,579,56,1210,5024,1610,1,0
565,1270,1,2024-12-01,29,572,2,1234,5014,1612,1,0
566,1272,1,2025-08-19,29,567,44,1140,5016,1616,1,0
567,1273,2,2024-10-09,29,582,31,1070,5012,1617,1,0
568,1276,2,2026-07-21,29,584,10,1059,5009,1620,1,0
569,1278,2,2026-01-15,29,571,25,1074,5018,1623,1,0
570,1279,2,2024-03-23,29,569,66,1196,5023,1624,1,0
571,1280,2,2026-04-02,29,569,66,1123,5004,1626,1,0
572,1282,1,2024-10-15,29,566,45,1020,5022,1628,1,0
573,1284,1,2025-04-01,29,574,35,1262,5019,1631,1,0
574,1285,2,2025-12-12,29,581,29,1151,5022,1632,1,0
575,1290,2,2024-06-23,29,575,63,1214,5006,1638,1,0
576,1294,2,2026-05-04,29,577,16,1200,5019,1643,1,0
577,1295,1,2024-07-30,29,555,49,1271,5011,1645,1,0
578,1296,1,2025-12-19,29,573,11,1178,5024,1646,1,0
579,1297,2,2025-06-17,29,578,19,1080,5024,1648,1,0
580,1298,1,2025-09-21,29,567,42,1018,5016,1649,1,0
581,1299,2,2024-11-01,29,581,27,1040,5025,1651,1,0
582,1301,2,2024-06-20,29,562,53,1056,5014,1653,1,0
583,1302,2,2025-11-05,29,581,29,1200,5008,1654,1,0
584,1303,2,2025-09-03,29,555,50,1172,5015,1655,1,0
585,1304,2,2024-11-28,29,575,62,1053,5014,1656,1,0
586,1308,1,2025-03-02,29,562,52,1037,5011,1660,1,0
587,1309,1,2025-07-21,29,573,11,1066,5020,1662,1,0
588,1311,1,2025-10-29,29,577,16,1266,5003,1664,1,0
589,1312,1,2025-04-13,29,566,45,1138,5020,1666,1,0
590,1313,1,2025-12-15,29,579,58,1108,5013,1667,1,0
591,1314,2,2025-10-30,29,582,30,1092,5009,1668,1,0
592,1317,2,2026-04-09,29,578,19,1204,5008,1672,1,0
593,1319,2,2026-03-20,29,574,35,1183,5005,1675,1,0
594,1323,2,2025-01-26,29,578,20,1022,5009,1680,1,0
595,1325,2,2025-07-25,29,575,65,1133,5020,1683,1,0
596,1328,2,2025-08-04,29,574,36,1263,5022,1687,1,0
597,1330,1,2025-06-08,29,579,56,1025,5017,1689,1,0
598,1331,2,2025-10-08,29,579,58,1243,5019,1691,1,0
599,1332,2,2024-04-25,29,571,23,1155,5010,1693,1,0
600,1335,2,2024-11-10,29,567,43,1000,5003,1698,1,0
601,1336,2,2025-01-08,29,584,10,1074,5003,1699,1,0
602,1338,2,2026-03-15,29,573,13,1017,5005,1701,1,0
603,1339,2,2024-12-23,29,566,45,1157,5013,1702,1,0
604,1340,1,2025-08-05,29,562,52,1067,5011,1703,1,0
605,1342,1,2026-01-12,29,573,14,1269,5011,1707,1,0
606,1349,1,2025-01-20,29,567,43,1000,5005,1717,1,0
607,1352,2,2026-08-24,29,555,50,1255,5002,1720,1,0
608,1353,1,2024-11-06,29,568,37,1272,5021,1722,1,0
609,1354,1,2025-11-13,29,584,10,1117,5013,1724,1,0
610,1358,1,2024-08-28,29,578,20,1112,5009,1730,1,0
611,1359,1,2025-12-30,29,574,35,1198,5018,1732,1,0
612,1369,2,2025-02-19,29,574,35,1031,5003,1743,1,0
613,1373,2,2024-11-12,29,568,38,1252,5010,1749,1,0
614,1374,1,2025-12-29,29,584,7,1119,5010,1750,1,0
615,1375,2,2025-03-23,29,555,50,1073,5004,1752,1,0
616,1380,2,2026-02-11,29,571,24,1053,5022,1758,1,0
617,1381,1,2025-06-07,29,555,51,1191,5014,1760,1,0
618,1383,1,2024-11-06,29,569,67,1071,5009,1762,1,0
619,1384,2,2024-04-22,29,555,51,1260,5003,1763,1,0
620,1388,2,2025-03-21,29,569,66,1008,5010,1768,1,0
621,1389,2,2025-12-31,29,569,67,1040,5018,1769,1,0
622,1391,2,2026-01-14,29,569,68,1248,5005,1771,1,0
623,1393,2,2024-08-05,29,574,35,1070,5025,1773,1,0
624,1395,1,2026-03-17,29,565,61,1057,5011,1776,1,0
625,1398,1,2025-07-08,29,568,40,1166,5024,1780,1,0
626,1399,2,2026-09-07,29,562,54,1139,5005,1781,1,0
627,1400,2,2026-02-12,29,569,67,1263,5020,1782,1,0
628,1401,2,2026-05-07,29,577,15,1074,5007,1784,1,0
629,1403,2,2026-06-29,29,571,25,1208,5004,1787,1,0
630,1405,1,2024-11-13,29,566,45,1036,5014,1789,1,0
631,1409,2,2025-05-09,29,581,27,1273,5003,1794,1,0
632,1410,1,2025-05-20,29,567,42,1253,5019,1795,1,0
633,1412,1,2024-07-09,29,555,50,1246,5022,1797,1,0
634,1413,2,2026-07-17,29,562,53,1250,5023,1799,1,0
635,1414,1,2024-04-22,29,568,40,1171,5011,1800,1,0
636,1415,1,2024-05-31,29,577,16,1155,5023,1802,1,0
637,1417,2,2024-08-23,29,584,9,1228,5012,1805,1,0
638,1419,1,2026-03-04,29,584,7,1252,5008,1808,1,0
639,1420,1,2026-04-23,29,569,68,1157,5011,1810,1,0
640,1421,1,2025-12-04,29,565,60,1091,5009,1812,1,0
641,1423,2,2026-05-10,29,569,67,1145,5024,1814,1,0
642,1424,2,2024-04-28,29,574,34,1052,5012,1815,1,0
643,1425,1,2024-02-13,29,578,20,1227,5024,1817,1,0
644,1427,2,2026-05-27,29,583,5,1105,5004,1819,1,0
645,1428,2,2025-06-26,29,583,5,1204,5017,1821,1,0
646,1430,1,2025-01-12,29,566,47,1172,5003,1824,1,0
647,1431,2,2026-01-17,29,578,22,1016,5013,1826,1,0
648,1432,1,2024-04-18,29,577,15,1008,5005,1828,1,0
649,1433,2,2026-07-12,29,569,67,1042,5012,1830,1,0
650,1435,1,2026-04-16,29,562,54,1222,5020,1833,1,0
651,1437,2,2024-05-31,29,573,13,1234,5024,1835,1,0
652,1444,2,2024-10-26,29,555,48,1196,5006,1843,1,0
653,1446,2,2025-03-01,29,577,17,1256,5006,1845,1,0
654,1449,1,2025-06-15,29,562,52,1123,5001,1849,1,0
655,1451,1,2024-10-17,29,572,1,1077,5011,1851,1,0
656,1455,1,2025-12-20,29,574,34,1144,5025,1857,1,0
657,1456,1,2026-06-20,29,567,41,1259,5024,1858,1,0
658,1457,2,2024-02-18,29,565,60,1043,5008,1860,1,0
659,1459,1,2026-08-29,29,573,13,1268,5020,1862,1,0
660,1462,2,2024-10-25,29,578,21,1017,5016,1865,1,0
661,1463,1,2026-05-03,29,582,31,1155,5005,1866,1,0
662,1464,2,2024-08-26,29,582,31,1263,5020,1868,1,0
663,1469,2,2024-08-01,29,584,9,1083,5025,1875,1,0
664,1470,2,2024-08-23,29,578,22,1116,5002,1876,1,0
665,1471,1,2024-07-30,29,575,65,1199,5001,1877,1,0
666,1474,2,2026-01-30,29,569,69,1118,5008,1881,1,0
667,1475,1,2024-11-02,29,566,47,1198,5006,1882,1,0
668,1479,2,2025-10-26,29,575,64,1170,5006,1887,1,0
669,1480,1,2026-09-02,29,573,14,1264,5005,1888,1,0
670,1481,1,2026-03-13,29,573,12,1072,5014,1890,1,0
671,1482,2,2024-05-07,29,566,47,1101,5011,1891,1,0
672,1483,2,2024-10-05,29,568,37,1221,5016,1892,1,0
673,1484,2,2024-06-03,29,569,69,1229,5012,1894,1,0
674,1486,2,2026-02-24,29,584,8,1076,5017,1896,1,0
675,1488,1,2026-02-11,29,581,29,1080,5017,1899,1,0
676,1489,2,2024-08-11,29,565,59,1084,5019,1900,1,0
677,1496,1,2025-08-30,29,565,60,1044,5021,1908,1,0
678,1497,1,2024-10-05,29,568,39,1070,5007,1909,1,0
679,1499,2,2024-02-19,29,567,44,1201,5021,1911,1,0
680,1500,1,2024-08-13,29,568,38,1206,5023,1912,1,0
681,1504,2,2025-04-15,29,555,48,1010,5004,1916,1,0
682,1505,2,2025-01-13,29,568,40,1076,5002,1918,1,0
683,1506,2,2025-12-02,29,572,1,1189,5005,1919,1,0
684,1509,1,2026-08-02,29,566,45,1208,5015,1923,1,0
685,1510,2,2026-04-03,29,566,47,1268,5021,1924,1,0
686,1513,1,2025-10-03,29,568,38,1042,5003,1929,1,0
687,1514,2,2025-10-13,29,582,33,1048,5010,1930,1,0
688,1515,1,2024-06-02,29,571,23,1113,5010,1932,1,0
689,1518,1,2025-03-09,29,555,51,1173,5020,1936,1,0
690,1520,1,2025-10-09,29,568,37,1163,5025,1940,1,0
691,1521,2,2026-02-08,29,574,36,1042,5002,1942,1,0
692,1522,2,2026-02-23,29,575,63,1243,5006,1943,1,0
693,1525,2,2026-03-20,29,579,55,1153,5014,1946,1,0
694,1527,2,2024-05-11,29,575,65,1152,5024,1948,1,0
695,1528,1,2026-05-18,29,578,20,1055,5020,1950,1,0
696,1530,2,2024-03-27,29,566,45,1213,5015,1953,1,0
697,1531,2,2024-04-11,29,574,36,1079,5007,1954,1,0
698,1532,2,2025-05-17,29,566,47,1202,5008,1955,1,0
699,1534,1,2025-05-28,29,577,18,1206,5021,1958,1,0
700,1535,2,2026-07-15,29,578,21,1013,5009,1959,1,0
701,1539,1,2025-12-08,29,574,35,1082,5002,1964,1,0
702,1544,2,2025-12-03,29,566,46,1201,5010,1970,1,0
703,1545,2,2024-07-01,29,566,47,1005,5015,1971,1,0
704,1546,2,2026-02-25,29,574,35,1111,5005,1972,1,0
705,1548,1,2026-09-07,29,566,45,1111,5016,1975,1,0
706,1550,2,2025-10-10,29,568,40,1270,5001,1977,1,0
707,1552,1,2024-05-02,29,581,27,1145,5002,1979,1,0
708,1553,2,2025-05-02,29,566,47,1194,5006,1981,1,0
709,1557,1,2026-06-12,29,583,5,1241,5008,1985,1,0
710,1558,2,2025-03-30,29,573,14,1094,5007,1987,1,0
711,1565,2,2025-02-01,29,565,59,1090,5017,1994,1,0
712,1567,2,2024-08-03,29,565,59,1247,5011,1996,1,0
713,1568,2,2024-09-11,29,578,21,1036,5008,1998,1,0
714,1569,1,2024-12-01,29,577,18,1251,5015,2000,1,0
715,1570,2,2025-03-15,29,584,10,1054,5021,2001,1,0
716,1572,1,2024-08-17,29,575,62,1258,5014,2003,1,0
717,1573,1,2026-01-22,29,584,9,1054,5010,2005,1,0
718,1574,1,2024-03-22,29,578,20,1236,5004,2007,1,0
719,1575,2,2024-08-08,29,571,24,1146,5005,2009,1,0
720,1576,1,2026-05-11,29,572,2,1159,5008,2010,1,0
721,1579,1,2026-05-23,29,584,8,1062,5004,2014,1,0
722,1580,1,2025-10-30,29,584,7,1234,5015,2015,1,0
723,1582,2,2024-06-03,29,572,3,1046,5007,2018,1,0
724,1583,1,2026-06-19,29,569,67,1018,5010,2020,1,0
725,1584,2,2024-05-19,29,571,25,1096,5012,2022,1,0
726,1585,1,2025-03-26,29,555,51,1266,5021,2024,1,0
727,1588,2,2025-11-30,29,583,6,1136,5009,2027,1,0
728,1594,1,2024-07-30,29,567,42,1193,5024,2034,1,0
729,1598,1,2025-02-03,29,577,15,1235,5014,2039,1,0
730,1599,1,2026-02-06,29,555,48,1177,5011,2041,1,0
731,1603,2,2024-07-01,29,569,67,1099,5010,2045,1,0
732,1606,2,2024-03-12,29,565,60,1035,5024,2049,1,0
733,1607,1,2025-09-20,29,567,41,1172,5012,2050,1,0
734,1608,2,2026-02-26,29,577,15,1181,5019,2051,1,0
735,1610,1,2026-08-17,29,572,2,1013,5014,2053,1,0
736,1613,2,2024-12-15,29,582,31,1215,5001,2056,1,0
737,1618,2,2024-12-21,29,555,49,1247,5002,2062,1,0
738,1620,1,2024-04-01,29,579,56,1215,5003,2064,1,0
739,1625,2,2024-04-05,29,577,18,1008,5011,2069,1,0
740,1627,1,2024-04-15,29,574,35,1122,5003,2072,1,0
741,1629,1,2024-09-13,29,562,52,1064,5011,2075,1,0
742,1630,2,2025-05-25,29,575,62,1204,5007,2076,1,0
743,1633,2,2025-01-17,29,578,22,1124,5005,2079,1,0
744,1636,1,2024-11-21,29,565,60,1241,5006,2083,1,0
745,1638,2,2025-05-13,29,577,17,1070,5001,2085,1,0
746,1639,1,2025-10-14,29,577,17,1150,5017,2087,1,0
747,1641,1,2024-06-17,29,574,36,1034,5025,2089,1,0
748,1644,1,2025-07-26,29,577,16,1009,5023,2093,1,0
749,1645,2,2024-06-28,29,575,65,1212,5021,2095,1,0
750,1649,1,2024-09-26,29,577,15,1181,5002,2099,1,0
751,1651,2,2026-01-15,29,566,46,1148,5004,2102,1,0
752,1652,1,2026-08-06,29,584,7,1020,5021,2103,1,0
753,1655,1,2024-04-02,29,569,66,1161,5018,2106,1,0
754,1656,1,2025-07-21,29,562,53,1011,5012,2108,1,0
755,1658,2,2024-05-03,29,577,15,1195,5003,2111,1,0
756,1661,2,2025-05-17,29,584,8,1191,5007,2115,1,0
757,1663,1,2024-04-05,29,567,44,1161,5006,2117,1,0
758,1664,1,2024-10-27,29,567,44,1133,5005,2119,1,0
759,1668,1,2025-03-21,29,572,2,1257,5021,2123,1,0
760,1672,1,2024-06-06,29,574,36,1269,5008,2128,1,0
761,1673,1,2026-02-18,29,574,35,1079,5009,2130,1,0
762,1674,2,2025-12-18,29,573,13,1250,5017,2131,1,0
763,1676,1,2025-02-03,29,579,57,1056,5015,2134,1,0
764,1678,1,2024-08-02,29,578,19,1199,5005,2136,1,0
765,1679,2,2024-10-02,29,577,17,1022,5008,2137,1,0
766,1686,1,2024-11-11,29,562,54,1093,5009,2144,1,0
767,1687,1,2025-08-03,29,583,6,1259,5004,2146,1,0
768,1688,2,2024-07-08,29,579,57,1222,5020,2148,1,0
769,1689,1,2026-06-20,29,555,50,1246,5006,2150,1,0
770,1690,1,2025-08-16,29,578,21,1187,5010,2152,1,0
771,1693,2,2024-05-20,29,584,8,1096,5017,2155,1,0
772,1696,2,2025-11-01,29,567,41,1044,5011,2158,1,0
773,1697,1,2024-03-06,29,569,69,1123,5024,2160,1,0
774,1698,1,2025-12-18,29,573,11,1193,5001,2161,1,0
775,1701,2,2026-04-30,29,584,10,1156,5018,2164,1,0
776,1706,2,2026-07-31,29,573,14,1100,5017,2169,1,0
777,1708,2,2025-09-19,29,575,65,1144,5002,2172,1,0
778,1710,1,2025-10-28,29,566,47,1119,5012,2175,1,0
779,1711,2,2025-09-26,29,568,39,1072,5017,2176,1,0
780,1713,2,2025-02-16,29,565,60,1137,5005,2178,1,0
781,1714,2,2025-01-28,29,573,14,1202,5009,2179,1,0
782,1715,2,2024-06-15,29,581,28,1033,5008,2181,1,0
783,1716,1,2025-08-02,29,572,3,1168,5013,2182,1,0
784,1717,2,2024-08-21,29,562,52,1039,5011,2184,1,0
785,1720,2,2025-11-07,29,566,46,1196,5007,2187,1,0
786,1721,2,2024-10-03,29,584,7,1029,5019,2189,1,0
787,1724,2,2024-04-10,29,583,6,1261,5012,2193,1,0
788,1727,2,2025-08-10,29,572,3,1219,5004,2198,1,0
789,1728,2,2024-09-05,29,581,28,1038,5010,2200,1,0
