InvOccuranceTimeID,CaseMasterID,OccuranceFromDate,OccuranceToDate,DayNight
422,422,2025-12-17 05:17:00,2025-12-17 07:17:00,Night
423,423,2025-10-27 18:45:00,2025-10-27 18:45:00,Day
424,424,2026-04-02 07:44:00,2026-04-02 07:44:00,Day
425,425,2025-03-25 17:41:00,2025-03-25 20:41:00,Day
426,426,2024-01-03 21:16:00,2024-01-03 22:16:00,Night
427,427,2025-02-20 06:15:00,2025-02-20 08:15:00,Day
428,428,2024-06-07 21:04:00,2024-06-07 22:04:00,Night
429,429,2025-02-16 07:46:00,2025-02-16 07:46:00,Day
430,430,2025-12-04 20:03:00,2025-12-04 20:03:00,Night
431,431,2024-05-17 12:41:00,2024-05-17 12:41:00,Day
432,432,2025-04-28 20:44:00,2025-04-28 22:44:00,Night
433,433,2025-09-13 19:32:00,2025-09-13 22:32:00,Night
434,434,2026-03-10 00:02:00,2026-03-10 01:02:00,Night
435,435,2026-02-20 17:41:00,2026-02-20 18:41:00,Day
436,436,2025-11-14 11:28:00,2025-11-14 12:28:00,Day
437,437,2025-10-14 18:15:00,2025-10-14 19:15:00,Day
438,438,2026-02-06 06:19:00,2026-02-06 06:19:00,Day
439,439,2025-08-09 12:22:00,2025-08-09 13:22:00,Day
440,440,2025-09-06 12:58:00,2025-09-06 12:58:00,Day
441,441,2024-07-19 18:28:00,2024-07-19 21:28:00,Day
442,442,2026-02-26 08:01:00,2026-02-26 11:01:00,Day
443,443,2025-01-20 03:12:00,2025-01-20 03:12:00,Night
444,444,2024-07-10 02:00:00,2024-07-10 05:00:00,Night
445,445,2025-05-19 22:37:00,2025-05-20 00:37:00,Night
446,446,2024-04-17 21:16:00,2024-04-17 23:16:00,Night
447,447,2025-06-03 09:41:00,2025-06-03 11:41:00,Day
448,448,2025-01-28 17:09:00,2025-01-28 17:09:00,Day
449,449,2025-11-20 03:10:00,2025-11-20 04:10:00,Night
450,450,2026-01-09 15:11:00,2026-01-09 16:11:00,Day
451,451,2026-04-24 08:14:00,2026-04-24 10:14:00,Day
452,452,2024-07-26 03:13:00,2024-07-26 05:13:00,Night
453,453,2025-04-29 17:03:00,2025-04-29 17:03:00,Day
454,454,2024-12-11 23:57:00,2024-12-12 02:57:00,Night
455,455,2026-03-29 10:55:00,2026-03-29 12:55:00,Day
456,456,2025-01-12 09:13:00,2025-01-12 09:13:00,Day
457,457,2024-12-19 00:34:00,2024-12-19 02:34:00,Night
458,458,2026-01-05 14:07:00,2026-01-05 15:07:00,Day
459,459,2025-12-20 07:50:00,2025-12-20 08:50:00,Day
460,460,2024-12-05 07:42:00,2024-12-05 08:42:00,Day
461,461,2025-06-15 16:32:00,2025-06-15 16:32:00,Day
462,462,2026-06-11 23:36:00,2026-06-11 23:36:00,Night
463,463,2024-04-28 06:10:00,2024-04-28 06:10:00,Day
464,464,2024-08-01 17:00:00,2024-08-01 18:00:00,Day
465,465,2026-04-04 06:45:00,2026-04-04 08:45:00,Day
466,466,2025-05-05 07:35:00,2025-05-05 09:35:00,Day
467,467,2025-05-23 18:58:00,2025-05-23 21:58:00,Day
468,468,2024-04-12 14:25:00,2024-04-12 14:25:00,Day
469,469,2024-03-22 01:52:00,2024-03-22 03:52:00,Night
470,470,2025-11-18 06:38:00,2025-11-18 06:38:00,Day
471,471,2024-09-15 01:01:00,2024-09-15 02:01:00,Night
472,472,2025-12-02 03:52:00,2025-12-02 04:52:00,Night
473,473,2024-04-18 02:26:00,2024-04-18 05:26:00,Night
474,474,2025-06-03 11:28:00,2025-06-03 14:28:00,Day
475,475,2025-04-19 23:48:00,2025-04-20 01:48:00,Night
476,476,2025-12-19 20:18:00,2025-12-19 21:18:00,Night
477,477,2025-07-01 12:34:00,2025-07-01 12:34:00,Day
478,478,2024-01-01 10:11:00,2024-01-01 11:11:00,Day
479,479,2026-02-04 02:49:00,2026-02-04 04:49:00,Night
480,480,2024-11-15 16:24:00,2024-11-15 19:24:00,Day
481,481,2024-09-11 13:45:00,2024-09-11 15:45:00,Day
482,482,2024-06-14 00:52:00,2024-06-14 00:52:00,Night
483,483,2025-02-10 20:21:00,2025-02-10 23:21:00,Night
484,484,2025-01-16 16:52:00,2025-01-16 17:52:00,Day
485,485,2026-01-17 03:58:00,2026-01-17 06:58:00,Night
486,486,2025-10-29 14:21:00,2025-10-29 14:21:00,Day
487,487,2025-01-23 21:10:00,2025-01-24 00:10:00,Night
488,488,2024-03-11 22:55:00,2024-03-12 00:55:00,Night
489,489,2024-05-30 17:29:00,2024-05-30 17:29:00,Day
490,490,2025-08-29 14:10:00,2025-08-29 14:10:00,Day
491,491,2024-04-27 01:58:00,2024-04-27 02:58:00,Night
492,492,2026-05-02 21:50:00,2026-05-02 23:50:00,Night
493,493,2024-04-12 12:39:00,2024-04-12 15:39:00,Day
494,494,2024-07-03 11:29:00,2024-07-03 12:29:00,Day
495,495,2025-04-16 15:29:00,2025-04-16 15:29:00,Day
496,496,2025-01-16 15:53:00,2025-01-16 18:53:00,Day
497,497,2026-06-27 23:56:00,2026-06-28 02:56:00,Night
498,498,2026-05-14 14:56:00,2026-05-14 14:56:00,Day
499,499,2025-07-29 22:20:00,2025-07-29 22:20:00,Night
500,500,2026-03-04 17:42:00,2026-03-04 18:42:00,Day
501,501,2025-07-14 09:11:00,2025-07-14 09:11:00,Day
502,502,2026-02-23 10:06:00,2026-02-23 10:06:00,Day
503,503,2025-03-24 10:50:00,2025-03-24 12:50:00,Day
504,504,2025-12-26 23:37:00,2025-12-27 01:37:00,Night
505,505,2026-06-20 19:39:00,2026-06-20 19:39:00,Night
506,506,2025-05-27 08:44:00,2025-05-27 09:44:00,Day
507,507,2024-10-19 03:29:00,2024-10-19 03:29:00,Night
508,508,2025-03-30 07:50:00,2025-03-30 10:50:00,Day
509,509,2024-01-02 14:07:00,2024-01-02 16:07:00,Day
510,510,2025-12-07 15:10:00,2025-12-07 18:10:00,Day
511,511,2024-01-02 01:11:00,2024-01-02 02:11:00,Night
512,512,2024-08-12 04:08:00,2024-08-12 04:08:00,Night
513,513,2024-08-17 04:49:00,2024-08-17 05:49:00,Night
514,514,2024-02-27 11:25:00,2024-02-27 11:25:00,Day
515,515,2025-10-24 19:24:00,2025-10-24 20:24:00,Night
516,516,2024-09-26 07:12:00,2024-09-26 08:12:00,Day
517,517,2024-07-23 11:15:00,2024-07-23 13:15:00,Day
518,518,2024-04-25 07:00:00,2024-04-25 09:00:00,Day
519,519,2024-04-16 21:57:00,2024-04-16 22:57:00,Night
520,520,2026-06-15 23:52:00,2026-06-15 23:52:00,Night
521,521,2024-11-12 05:20:00,2024-11-12 06:20:00,Night
522,522,2024-05-10 23:23:00,2024-05-11 01:23:00,Night
523,523,2024-04-03 01:35:00,2024-04-03 01:35:00,Night
524,524,2025-06-30 08:49:00,2025-06-30 08:49:00,Day
525,525,2025-02-02 07:53:00,2025-02-02 07:53:00,Day
526,526,2025-11-07 01:32:00,2025-11-07 01:32:00,Night
527,527,2025-08-29 06:37:00,2025-08-29 09:37:00,Day
528,528,2024-03-22 19:49:00,2024-03-22 21:49:00,Night
529,529,2024-12-26 00:49:00,2024-12-26 03:49:00,Night
530,530,2024-02-03 00:26:00,2024-02-03 00:26:00,Night
531,531,2024-06-13 14:26:00,2024-06-13 16:26:00,Day
532,532,2026-02-10 19:15:00,2026-02-10 20:15:00,Night
533,533,2024-05-12 01:44:00,2024-05-12 02:44:00,Night
534,534,2024-05-24 23:55:00,2024-05-25 01:55:00,Night
535,535,2024-02-19 06:18:00,2024-02-19 06:18:00,Day
536,536,2024-06-05 20:05:00,2024-06-05 22:05:00,Night
537,537,2024-06-05 19:50:00,2024-06-05 22:50:00,Night
538,538,2024-02-27 02:57:00,2024-02-27 04:57:00,Night
539,539,2026-01-17 03:53:00,2026-01-17 06:53:00,Night
540,540,2025-12-30 08:58:00,2025-12-30 11:58:00,Day
541,541,2025-12-12 11:11:00,2025-12-12 13:11:00,Day
542,542,2024-07-26 09:18:00,2024-07-26 12:18:00,Day
543,543,2025-04-08 15:30:00,2025-04-08 17:30:00,Day
544,544,2024-08-26 13:15:00,2024-08-26 13:15:00,Day
545,545,2026-04-28 05:50:00,2026-04-28 05:50:00,Night
546,546,2024-09-07 10:33:00,2024-09-07 11:33:00,Day
547,547,2026-06-20 18:49:00,2026-06-20 19:49:00,Day
548,548,2024-07-17 17:25:00,2024-07-17 18:25:00,Day
549,549,2025-11-20 06:13:00,2025-11-20 06:13:00,Day
550,550,2025-06-25 15:20:00,2025-06-25 15:20:00,Day
551,551,2025-10-20 07:34:00,2025-10-20 10:34:00,Day
552,552,2024-12-17 10:14:00,2024-12-17 12:14:00,Day
553,553,2025-02-19 08:04:00,2025-02-19 08:04:00,Day
554,554,2025-04-14 01:25:00,2025-04-14 01:25:00,Night
555,555,2025-11-26 11:46:00,2025-11-26 13:46:00,Day
556,556,2024-02-18 07:17:00,2024-02-18 08:17:00,Day
557,557,2026-05-25 05:07:00,2026-05-25 07:07:00,Night
558,558,2024-10-21 10:46:00,2024-10-21 11:46:00,Day
559,559,2025-02-19 03:32:00,2025-02-19 05:32:00,Night
560,560,2024-07-23 08:18:00,2024-07-23 09:18:00,Day
561,561,2024-10-19 17:27:00,2024-10-19 17:27:00,Day
562,562,2025-08-29 12:37:00,2025-08-29 12:37:00,Day
563,563,2025-11-10 16:18:00,2025-11-10 19:18:00,Day
564,564,2025-06-25 17:12:00,2025-06-25 20:12:00,Day
565,565,2025-09-16 15:53:00,2025-09-16 18:53:00,Day
566,566,2024-01-11 07:54:00,2024-01-11 07:54:00,Day
567,567,2025-12-07 11:32:00,2025-12-07 13:32:00,Day
568,568,2024-12-21 03:06:00,2024-12-21 06:06:00,Night
569,569,2025-09-30 22:29:00,2025-09-30 22:29:00,Night
570,570,2025-04-09 03:33:00,2025-04-09 04:33:00,Night
571,571,2026-05-16 15:07:00,2026-05-16 17:07:00,Day
572,572,2024-01-15 08:06:00,2024-01-15 09:06:00,Day
573,573,2025-12-25 22:31:00,2025-12-25 23:31:00,Night
574,574,2026-05-12 09:50:00,2026-05-12 10:50:00,Day
575,575,2025-02-04 13:46:00,2025-02-04 16:46:00,Day
576,576,2024-04-21 06:34:00,2024-04-21 08:34:00,Day
577,577,2024-05-28 07:48:00,2024-05-28 07:48:00,Day
578,578,2024-04-06 07:59:00,2024-04-06 09:59:00,Day
579,579,2026-03-21 16:43:00,2026-03-21 16:43:00,Day
580,580,2024-10-12 17:17:00,2024-10-12 17:17:00,Day
581,581,2025-01-20 07:50:00,2025-01-20 07:50:00,Day
582,582,2026-05-25 17:27:00,2026-05-25 17:27:00,Day
583,583,2025-01-06 06:20:00,2025-01-06 09:20:00,Day
584,584,2024-01-02 04:57:00,2024-01-02 06:57:00,Night
585,585,2025-08-01 00:18:00,2025-08-01 01:18:00,Night
586,586,2025-11-01 08:34:00,2025-11-01 09:34:00,Day
587,587,2026-01-19 09:31:00,2026-01-19 10:31:00,Day
588,588,2026-06-24 13:54:00,2026-06-24 15:54:00,Day
589,589,2026-05-13 08:38:00,2026-05-13 11:38:00,Day
590,590,2025-05-27 16:51:00,2025-05-27 16:51:00,Day
591,591,2025-03-10 00:52:00,2025-03-10 03:52:00,Night
592,592,2025-08-26 14:48:00,2025-08-26 17:48:00,Day
593,593,2025-04-28 05:35:00,2025-04-28 05:35:00,Night
594,594,2025-11-20 23:45:00,2025-11-21 00:45:00,Night
595,595,2024-09-08 18:54:00,2024-09-08 18:54:00,Day
596,596,2024-10-22 17:54:00,2024-10-22 17:54:00,Day
597,597,2024-04-05 00:20:00,2024-04-05 00:20:00,Night
598,598,2024-06-13 07:46:00,2024-06-13 10:46:00,Day
599,599,2024-11-21 09:14:00,2024-11-21 11:14:00,Day
600,600,2024-03-10 22:13:00,2024-03-10 22:13:00,Night
601,601,2025-12-04 16:53:00,2025-12-04 18:53:00,Day
602,602,2024-09-04 16:16:00,2024-09-04 16:16:00,Day
603,603,2024-04-26 09:17:00,2024-04-26 10:17:00,Day
604,604,2025-04-06 14:56:00,2025-04-06 15:56:00,Day
605,605,2024-09-04 17:00:00,2024-09-04 20:00:00,Day
606,606,2026-01-05 13:28:00,2026-01-05 16:28:00,Day
607,607,2025-09-01 01:10:00,2025-09-01 02:10:00,Night
608,608,2026-05-25 12:37:00,2026-05-25 12:37:00,Day
609,609,2024-11-16 19:38:00,2024-11-16 19:38:00,Night
610,610,2025-05-08 11:14:00,2025-05-08 14:14:00,Day
611,611,2024-12-28 22:14:00,2024-12-29 01:14:00,Night
612,612,2025-12-18 17:50:00,2025-12-18 18:50:00,Day
613,613,2026-04-29 23:34:00,2026-04-30 00:34:00,Night
614,614,2024-07-06 11:46:00,2024-07-06 12:46:00,Day
615,615,2024-05-17 13:25:00,2024-05-17 13:25:00,Day
616,616,2025-03-05 00:59:00,2025-03-05 03:59:00,Night
617,617,2026-03-16 13:07:00,2026-03-16 14:07:00,Day
618,618,2026-04-08 02:30:00,2026-04-08 03:30:00,Night
619,619,2024-06-18 11:55:00,2024-06-18 13:55:00,Day
620,620,2026-05-05 01:37:00,2026-05-05 02:37:00,Night
621,621,2024-05-14 21:56:00,2024-05-14 22:56:00,Night
622,622,2025-12-23 07:28:00,2025-12-23 08:28:00,Day
623,623,2024-07-28 09:43:00,2024-07-28 11:43:00,Day
624,624,2025-04-30 06:51:00,2025-04-30 07:51:00,Day
625,625,2024-11-05 21:40:00,2024-11-06 00:40:00,Night
626,626,2026-01-12 17:07:00,2026-01-12 20:07:00,Day
627,627,2025-04-01 01:13:00,2025-04-01 03:13:00,Night
628,628,2026-01-06 19:56:00,2026-01-06 19:56:00,Night
629,629,2025-06-18 21:52:00,2025-06-18 21:52:00,Night
630,630,2025-09-16 12:41:00,2025-09-16 12:41:00,Day
631,631,2025-05-25 07:33:00,2025-05-25 09:33:00,Day
632,632,2025-01-28 13:25:00,2025-01-28 16:25:00,Day
633,633,2025-09-14 07:06:00,2025-09-14 08:06:00,Day
634,634,2024-05-15 01:37:00,2024-05-15 02:37:00,Night
635,635,2025-10-26 11:25:00,2025-10-26 13:25:00,Day
636,636,2025-11-07 19:20:00,2025-11-07 19:20:00,Night
637,637,2026-04-09 09:54:00,2026-04-09 10:54:00,Day
638,638,2024-04-01 15:44:00,2024-04-01 15:44:00,Day
639,639,2026-04-20 15:00:00,2026-04-20 16:00:00,Day
640,640,2025-09-14 22:21:00,2025-09-15 01:21:00,Night
641,641,2025-07-07 23:52:00,2025-07-08 01:52:00,Night
642,642,2024-01-19 10:14:00,2024-01-19 11:14:00,Day
643,643,2025-02-21 04:55:00,2025-02-21 07:55:00,Night
644,644,2024-02-15 04:46:00,2024-02-15 04:46:00,Night
645,645,2025-02-05 01:03:00,2025-02-05 03:03:00,Night
646,646,2026-06-26 09:48:00,2026-06-26 09:48:00,Day
647,647,2025-01-09 16:23:00,2025-01-09 19:23:00,Day
648,648,2024-04-09 21:51:00,2024-04-09 22:51:00,Night
649,649,2026-05-17 15:51:00,2026-05-17 16:51:00,Day
650,650,2024-09-02 05:52:00,2024-09-02 06:52:00,Night
651,651,2025-05-21 21:04:00,2025-05-21 21:04:00,Night
652,652,2024-07-07 13:40:00,2024-07-07 16:40:00,Day
653,653,2026-03-26 09:08:00,2026-03-26 11:08:00,Day
654,654,2025-10-11 12:56:00,2025-10-11 15:56:00,Day
655,655,2026-04-23 13:49:00,2026-04-23 13:49:00,Day
656,656,2024-05-20 06:52:00,2024-05-20 07:52:00,Day
657,657,2025-02-14 09:29:00,2025-02-14 12:29:00,Day
658,658,2025-03-04 10:22:00,2025-03-04 10:22:00,Day
659,659,2026-05-26 04:18:00,2026-05-26 07:18:00,Night
660,660,2024-01-21 07:26:00,2024-01-21 08:26:00,Day
661,661,2025-09-16 08:33:00,2025-09-16 09:33:00,Day
662,662,2025-06-17 08:39:00,2025-06-17 10:39:00,Day
663,663,2026-03-16 20:33:00,2026-03-16 22:33:00,Night
664,664,2025-11-03 20:58:00,2025-11-03 20:58:00,Night
665,665,2024-02-06 22:52:00,2024-02-07 00:52:00,Night
666,666,2025-04-18 16:04:00,2025-04-18 19:04:00,Day
667,667,2025-10-08 21:38:00,2025-10-09 00:38:00,Night
668,668,2024-08-17 08:57:00,2024-08-17 09:57:00,Day
669,669,2024-12-14 20:02:00,2024-12-14 22:02:00,Night
670,670,2025-02-14 17:28:00,2025-02-14 19:28:00,Day
671,671,2025-03-18 06:08:00,2025-03-18 07:08:00,Day
672,672,2026-04-21 07:14:00,2026-04-21 09:14:00,Day
673,673,2025-03-10 02:28:00,2025-03-10 04:28:00,Night
674,674,2025-11-11 20:15:00,2025-11-11 23:15:00,Night
675,675,2026-03-23 04:08:00,2026-03-23 07:08:00,Night
676,676,2026-03-06 11:04:00,2026-03-06 12:04:00,Day
677,677,2024-01-03 05:47:00,2024-01-03 05:47:00,Night
678,678,2024-06-01 11:05:00,2024-06-01 14:05:00,Day
679,679,2024-08-22 13:30:00,2024-08-22 16:30:00,Day
680,680,2024-01-13 12:02:00,2024-01-13 12:02:00,Day
681,681,2024-05-24 04:08:00,2024-05-24 04:08:00,Night
682,682,2025-01-22 03:50:00,2025-01-22 05:50:00,Night
683,683,2025-10-13 21:30:00,2025-10-14 00:30:00,Night
684,684,2026-03-12 11:14:00,2026-03-12 13:14:00,Day
685,685,2024-11-27 08:13:00,2024-11-27 11:13:00,Day
686,686,2024-01-24 15:51:00,2024-01-24 15:51:00,Day
687,687,2024-07-07 10:41:00,2024-07-07 12:41:00,Day
688,688,2025-11-29 17:14:00,2025-11-29 18:14:00,Day
689,689,2024-10-15 01:52:00,2024-10-15 04:52:00,Night
690,690,2026-05-15 06:16:00,2026-05-15 06:16:00,Day
691,691,2024-11-06 14:42:00,2024-11-06 15:42:00,Day
692,692,2024-11-04 19:07:00,2024-11-04 21:07:00,Night
693,693,2024-06-20 10:11:00,2024-06-20 12:11:00,Day
694,694,2025-04-07 11:42:00,2025-04-07 12:42:00,Day
695,695,2026-05-08 07:00:00,2026-05-08 07:00:00,Day
696,696,2026-06-10 21:10:00,2026-06-10 22:10:00,Night
697,697,2024-11-22 14:59:00,2024-11-22 15:59:00,Day
698,698,2025-11-02 08:18:00,2025-11-02 11:18:00,Day
699,699,2025-09-02 18:00:00,2025-09-02 21:00:00,Day
700,700,2025-02-12 10:09:00,2025-02-12 13:09:00,Day
701,701,2026-01-31 04:57:00,2026-01-31 04:57:00,Night
702,702,2025-11-03 04:39:00,2025-11-03 07:39:00,Night
703,703,2025-07-08 05:57:00,2025-07-08 05:57:00,Night
704,704,2025-10-20 07:13:00,2025-10-20 10:13:00,Day
705,705,2024-05-19 23:14:00,2024-05-19 23:14:00,Night
706,706,2024-05-08 00:50:00,2024-05-08 03:50:00,Night
707,707,2025-08-22 04:04:00,2025-08-22 04:04:00,Night
708,708,2026-05-21 12:24:00,2026-05-21 13:24:00,Day
709,709,2026-06-11 11:04:00,2026-06-11 14:04:00,Day
710,710,2024-01-06 13:37:00,2024-01-06 16:37:00,Day
711,711,2024-01-05 05:09:00,2024-01-05 07:09:00,Night
712,712,2026-03-03 07:12:00,2026-03-03 10:12:00,Day
713,713,2025-02-01 08:49:00,2025-02-01 08:49:00,Day
714,714,2025-08-04 22:53:00,2025-08-04 22:53:00,Night
715,715,2025-02-19 12:57:00,2025-02-19 14:57:00,Day
716,716,2026-06-28 14:50:00,2026-06-28 14:50:00,Day
717,717,2024-12-06 17:13:00,2024-12-06 18:13:00,Day
718,718,2025-09-11 06:00:00,2025-09-11 08:00:00,Day
719,719,2025-07-02 18:59:00,2025-07-02 20:59:00,Day
720,720,2024-05-24 06:18:00,2024-05-24 09:18:00,Day
721,721,2025-06-20 07:12:00,2025-06-20 10:12:00,Day
722,722,2025-05-19 20:37:00,2025-05-19 21:37:00,Night
723,723,2024-10-17 18:25:00,2024-10-17 18:25:00,Day
724,724,2024-01-22 17:25:00,2024-01-22 18:25:00,Day
725,725,2025-08-26 01:33:00,2025-08-26 03:33:00,Night
726,726,2024-09-05 13:25:00,2024-09-05 16:25:00,Day
727,727,2025-05-24 06:38:00,2025-05-24 08:38:00,Day
728,728,2025-07-11 16:57:00,2025-07-11 19:57:00,Day
729,729,2025-09-15 00:29:00,2025-09-15 02:29:00,Night
730,730,2026-06-07 12:22:00,2026-06-07 14:22:00,Day
731,731,2026-01-18 04:21:00,2026-01-18 05:21:00,Night
732,732,2024-05-19 08:50:00,2024-05-19 10:50:00,Day
733,733,2025-01-24 20:27:00,2025-01-24 23:27:00,Night
734,734,2025-01-08 16:30:00,2025-01-08 18:30:00,Day
735,735,2024-06-25 19:48:00,2024-06-25 19:48:00,Night
736,736,2024-05-22 14:38:00,2024-05-22 15:38:00,Day
737,737,2024-07-16 17:45:00,2024-07-16 18:45:00,Day
738,738,2025-04-30 05:34:00,2025-04-30 08:34:00,Night
739,739,2024-06-12 00:37:00,2024-06-12 03:37:00,Night
740,740,2026-02-17 06:17:00,2026-02-17 08:17:00,Day
741,741,2024-04-22 22:21:00,2024-04-22 22:21:00,Night
742,742,2024-04-24 13:09:00,2024-04-24 16:09:00,Day
743,743,2026-05-20 19:47:00,2026-05-20 20:47:00,Night
744,744,2024-01-09 19:49:00,2024-01-09 22:49:00,Night
745,745,2024-09-06 07:17:00,2024-09-06 07:17:00,Day
746,746,2024-07-07 01:02:00,2024-07-07 03:02:00,Night
747,747,2025-03-06 19:30:00,2025-03-06 22:30:00,Night
748,748,2025-07-11 16:30:00,2025-07-11 19:30:00,Day
749,749,2024-07-09 09:32:00,2024-07-09 12:32:00,Day
750,750,2026-02-03 04:49:00,2026-02-03 05:49:00,Night
751,751,2024-04-26 14:44:00,2024-04-26 15:44:00,Day
752,752,2025-05-19 06:40:00,2025-05-19 07:40:00,Day
753,753,2026-05-23 22:45:00,2026-05-23 23:45:00,Night
754,754,2026-02-06 09:23:00,2026-02-06 10:23:00,Day
755,755,2025-12-13 17:25:00,2025-12-13 18:25:00,Day
756,756,2025-10-13 06:21:00,2025-10-13 07:21:00,Day
757,757,2026-06-19 23:14:00,2026-06-20 01:14:00,Night
758,758,2024-12-25 22:57:00,2024-12-26 00:57:00,Night
759,759,2026-04-24 05:24:00,2026-04-24 06:24:00,Night
760,760,2025-08-05 08:05:00,2025-08-05 08:05:00,Day
761,761,2026-01-25 16:24:00,2026-01-25 17:24:00,Day
762,762,2024-10-17 10:13:00,2024-10-17 11:13:00,Day
763,763,2026-06-12 13:37:00,2026-06-12 15:37:00,Day
764,764,2024-07-28 09:44:00,2024-07-28 10:44:00,Day
765,765,2024-11-27 22:31:00,2024-11-28 01:31:00,Night
766,766,2024-12-24 16:24:00,2024-12-24 18:24:00,Day
767,767,2025-05-03 22:53:00,2025-05-04 01:53:00,Night
768,768,2024-10-19 16:45:00,2024-10-19 16:45:00,Day
769,769,2025-10-29 06:03:00,2025-10-29 08:03:00,Day
770,770,2025-10-08 21:58:00,2025-10-08 21:58:00,Night
771,771,2026-01-17 09:30:00,2026-01-17 10:30:00,Day
772,772,2025-05-23 13:58:00,2025-05-23 13:58:00,Day
773,773,2024-01-03 06:20:00,2024-01-03 09:20:00,Day
774,774,2024-12-29 16:23:00,2024-12-29 16:23:00,Day
775,775,2024-11-14 17:48:00,2024-11-14 18:48:00,Day
776,776,2024-10-29 02:05:00,2024-10-29 02:05:00,Night
777,777,2024-08-31 23:51:00,2024-08-31 23:51:00,Night
778,778,2025-07-02 04:26:00,2025-07-02 04:26:00,Night
779,779,2024-05-12 04:35:00,2024-05-12 05:35:00,Night
780,780,2025-10-08 16:25:00,2025-10-08 18:25:00,Day
781,781,2025-06-11 17:31:00,2025-06-11 18:31:00,Day
782,782,2024-07-31 10:07:00,2024-07-31 10:07:00,Day
783,783,2026-01-16 07:08:00,2026-01-16 08:08:00,Day
784,784,2024-08-02 01:27:00,2024-08-02 02:27:00,Night
785,785,2024-12-18 21:50:00,2024-12-18 22:50:00,Night
786,786,2026-03-17 10:04:00,2026-03-17 11:04:00,Day
787,787,2024-11-08 21:38:00,2024-11-08 23:38:00,Night
788,788,2025-03-02 00:22:00,2025-03-02 02:22:00,Night
789,789,2026-01-09 20:53:00,2026-01-09 21:53:00,Night
790,790,2025-09-13 16:04:00,2025-09-13 17:04:00,Day
791,791,2024-11-06 23:39:00,2024-11-06 23:39:00,Night
792,792,2025-04-10 07:49:00,2025-04-10 10:49:00,Day
793,793,2025-07-19 00:53:00,2025-07-19 02:53:00,Night
794,794,2026-04-06 18:28:00,2026-04-06 19:28:00,Day
795,795,2024-03-20 14:22:00,2024-03-20 17:22:00,Day
796,796,2025-03-31 12:43:00,2025-03-31 13:43:00,Day
797,797,2025-09-21 07:27:00,2025-09-21 07:27:00,Day
798,798,2025-12-25 02:09:00,2025-12-25 05:09:00,Night
799,799,2025-01-16 22:13:00,2025-01-17 00:13:00,Night
800,800,2024-09-23 12:42:00,2024-09-23 15:42:00,Day
801,801,2026-03-05 14:24:00,2026-03-05 17:24:00,Day
802,802,2025-02-14 01:20:00,2025-02-14 04:20:00,Night
803,803,2024-10-10 05:07:00,2024-10-10 05:07:00,Night
804,804,2024-07-15 21:53:00,2024-07-15 22:53:00,Night
805,805,2025-06-09 20:37:00,2025-06-09 20:37:00,Night
806,806,2026-02-18 20:40:00,2026-02-18 20:40:00,Night
807,807,2026-02-05 23:46:00,2026-02-06 00:46:00,Night
808,808,2024-04-17 03:03:00,2024-04-17 04:03:00,Night
809,809,2026-06-05 20:45:00,2026-06-05 21:45:00,Night
810,810,2024-05-06 04:35:00,2024-05-06 05:35:00,Night
811,811,2024-07-14 10:28:00,2024-07-14 12:28:00,Day
812,812,2024-11-27 07:28:00,2024-11-27 08:28:00,Day
813,813,2024-06-12 16:31:00,2024-06-12 18:31:00,Day
814,814,2024-01-22 04:43:00,2024-01-22 06:43:00,Night
815,815,2026-01-22 17:59:00,2026-01-22 17:59:00,Day
816,816,2025-05-27 22:06:00,2025-05-27 23:06:00,Night
817,817,2025-08-12 20:54:00,2025-08-12 23:54:00,Night
818,818,2025-09-07 02:33:00,2025-09-07 03:33:00,Night
819,819,2025-05-02 03:21:00,2025-05-02 03:21:00,Night
820,820,2024-08-21 15:26:00,2024-08-21 16:26:00,Day
821,821,2024-11-14 02:16:00,2024-11-14 04:16:00,Night
822,822,2025-04-21 23:49:00,2025-04-22 02:49:00,Night
823,823,2025-03-29 11:51:00,2025-03-29 13:51:00,Day
824,824,2024-12-14 07:40:00,2024-12-14 09:40:00,Day
825,825,2024-04-08 00:31:00,2024-04-08 03:31:00,Night
826,826,2026-02-28 16:04:00,2026-02-28 19:04:00,Day
827,827,2024-01-18 13:07:00,2024-01-18 13:07:00,Day
828,828,2024-01-25 16:02:00,2024-01-25 16:02:00,Day
829,829,2025-09-02 01:22:00,2025-09-02 04:22:00,Night
830,830,2025-06-12 07:46:00,2025-06-12 10:46:00,Day
831,831,2024-04-13 02:27:00,2024-04-13 05:27:00,Night
832,832,2025-11-24 06:06:00,2025-11-24 08:06:00,Day
833,833,2025-02-05 06:00:00,2025-02-05 09:00:00,Day
834,834,2025-04-08 10:40:00,2025-04-08 12:40:00,Day
835,835,2025-05-14 16:35:00,2025-05-14 18:35:00,Day
836,836,2025-01-10 01:14:00,2025-01-10 04:14:00,Night
837,837,2025-07-27 17:42:00,2025-07-27 17:42:00,Day
838,838,2025-08-09 23:17:00,2025-08-10 02:17:00,Night
839,839,2024-08-07 14:16:00,2024-08-07 17:16:00,Day
840,840,2024-09-04 02:43:00,2024-09-04 02:43:00,Night
841,841,2025-02-19 03:01:00,2025-02-19 03:01:00,Night
842,842,2024-10-20 09:05:00,2024-10-20 10:05:00,Day
843,843,2025-01-28 20:25:00,2025-01-28 23:25:00,Night
