CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
893,IPC,411,1,1
894,IPC,323,1,1
895,IPC,379,1,1
896,IPC,307,1,1
897,IPC,457,1,1
897,IPC,380,1,1
898,IPC,379,1,1
899,IPC,392,1,1
900,IPC,356,1,1
900,IPC,379,1,1
901,IPC,302,1,1
902,IPC,354,1,1
903,IPC,356,1,1
903,IPC,379,1,1
904,IPC,302,1,1
905,IPC,323,1,1
906,IPC,457,1,1
906,IPC,380,1,1
907,IPC,379,1,1
907,IPC,411,1,1
908,IPC,323,1,1
909,IPC,354,1,1
910,IPC,457,1,1
910,IPC,380,1,1
911,IPC,302,1,1
912,IPC,356,1,1
912,IPC,379,1,1
913,IPC,307,1,1
914,IPC,420,1,1
915,IPC,307,1,1
916,IPC,392,1,1
917,IPC,356,1,1
917,IPC,379,1,1
918,IPC,302,1,1
919,IPC,356,1,1
919,IPC,379,1,1
920,IPC,420,1,1
921,IPC,379,1,1
922,IPC,379,1,1
923,IPC,323,1,1
924,IPC,420,1,1
925,IPC,392,1,1
926,IPC,392,1,1
927,IPC,354,1,1
928,IPC,307,1,1
929,IPC,356,1,1
929,IPC,379,1,1
930,IPC,379,1,1
931,IPC,457,1,1
931,IPC,380,1,1
932,IPC,354,1,1
933,IPC,302,1,1
934,IPC,379,1,1
935,IPC,379,1,1
936,IPC,354,1,1
937,IPC,307,1,1
938,IPC,392,1,1
939,IPC,302,1,1
940,IPC,392,1,1
941,IPC,457,1,1
941,IPC,380,1,1
942,IPC,420,1,1
943,IPC,307,1,1
944,IPC,379,1,1
944,IPC,411,1,1
945,IPC,392,1,1
946,IPC,307,1,1
947,IPC,307,1,1
948,IPC,392,1,1
949,IPC,379,1,1
950,IPC,307,1,1
951,IPC,307,1,1
952,IPC,354,1,1
953,IPC,323,1,1
954,IPC,307,1,1
955,IPC,354,1,1
956,IPC,302,1,1
957,IPC,392,1,1
958,IPC,323,1,1
959,IPC,307,1,1
960,IPC,307,1,1
961,IPC,420,1,1
962,IPC,323,1,1
963,IPC,354,1,1
964,IPC,392,1,1
965,IPC,420,1,1
966,IPC,307,1,1
967,IPC,379,1,1
968,IPC,354,1,1
969,IPC,354,1,1
970,IPC,354,1,1
971,IPC,302,1,1
972,IPC,392,1,1
973,IPC,457,1,1
973,IPC,380,1,1
974,IPC,354,1,1
975,IPC,307,1,1
976,IPC,323,1,1
977,IPC,307,1,1
978,IPC,457,1,1
978,IPC,380,1,1
979,IPC,392,1,1
980,IPC,420,1,1
981,IPC,323,1,1
982,IPC,379,1,1
983,IPC,392,1,1
984,IPC,420,1,1
985,IPC,379,1,1
986,IPC,457,1,1
986,IPC,380,1,1
987,IPC,420,1,1
988,IPC,379,1,1
989,IPC,420,1,1
990,IPC,379,1,1
991,IPC,356,1,1
991,IPC,379,1,1
992,IPC,379,1,1
992,IPC,411,1,1
993,IPC,379,1,1
994,IPC,379,1,1
995,IPC,323,1,1
996,IPC,420,1,1
997,IPC,379,1,1
997,IPC,411,1,1
998,IPC,302,1,1
999,IPC,392,1,1
1000,IPC,356,1,1
1000,IPC,379,1,1
1001,IPC,379,1,1
1001,IPC,411,1,1
1002,IPC,323,1,1
1003,IPC,379,1,1
1003,IPC,411,1,1
1004,IPC,356,1,1
1004,IPC,379,1,1
1005,IPC,420,1,1
1006,IPC,392,1,1
1007,IPC,379,1,1
1008,IPC,379,1,1
1008,IPC,411,1,1
1009,IPC,323,1,1
1010,IPC,379,1,1
1011,IPC,307,1,1
1012,IPC,392,1,1
1013,IPC,457,1,1
1013,IPC,380,1,1
1014,IPC,457,1,1
1014,IPC,380,1,1
1015,IPC,420,1,1
1016,IPC,379,1,1
1017,IPC,356,1,1
1017,IPC,379,1,1
1018,IPC,420,1,1
1019,IPC,302,1,1
1020,IPC,379,1,1
1021,IPC,379,1,1
1022,IPC,302,1,1
1023,IPC,420,1,1
1024,IPC,354,1,1
1025,IPC,379,1,1
1025,IPC,411,1,1
1026,IPC,354,1,1
1027,IPC,356,1,1
1027,IPC,379,1,1
1028,IPC,307,1,1
1029,IPC,392,1,1
1030,IPC,392,1,1
1031,IPC,323,1,1
1032,IPC,392,1,1
1033,IPC,379,1,1
1033,IPC,411,1,1
1034,IPC,302,1,1
1035,IPC,307,1,1
1036,IPC,302,1,1
1037,IPC,354,1,1
1038,IPC,457,1,1
1038,IPC,380,1,1
1039,IPC,323,1,1
1040,IPC,354,1,1
1041,IPC,307,1,1
1042,IPC,457,1,1
1042,IPC,380,1,1
1043,IPC,302,1,1
1044,IPC,356,1,1
1044,IPC,379,1,1
1045,IPC,307,1,1
1046,IPC,302,1,1
1047,IPC,379,1,1
1047,IPC,411,1,1
1048,IPC,356,1,1
1048,IPC,379,1,1
1049,IPC,323,1,1
1050,IPC,379,1,1
1051,IPC,354,1,1
1052,IPC,356,1,1
1052,IPC,379,1,1
1053,IPC,379,1,1
1054,IPC,323,1,1
1055,IPC,379,1,1
1056,IPC,392,1,1
1057,IPC,354,1,1
1058,IPC,457,1,1
1058,IPC,380,1,1
1059,IPC,356,1,1
1059,IPC,379,1,1
1060,IPC,302,1,1
1061,IPC,354,1,1
1062,IPC,392,1,1
1063,IPC,392,1,1
1064,IPC,420,1,1
1065,IPC,302,1,1
1066,IPC,457,1,1
1066,IPC,380,1,1
1067,IPC,420,1,1
1068,IPC,379,1,1
1068,IPC,411,1,1
1069,IPC,457,1,1
1069,IPC,380,1,1
1070,IPC,420,1,1
1071,IPC,420,1,1
1072,IPC,379,1,1
1073,IPC,379,1,1
1073,IPC,411,1,1
1074,IPC,302,1,1
1075,IPC,356,1,1
1075,IPC,379,1,1
1076,IPC,379,1,1
1076,IPC,411,1,1
1077,IPC,354,1,1
1078,IPC,302,1,1
1079,IPC,457,1,1
1079,IPC,380,1,1
1080,IPC,420,1,1
1081,IPC,420,1,1
1082,IPC,307,1,1
1083,IPC,323,1,1
1084,IPC,307,1,1
1085,IPC,379,1,1
1086,IPC,356,1,1
1086,IPC,379,1,1
1087,IPC,323,1,1
1088,IPC,307,1,1
1089,IPC,392,1,1
1090,IPC,379,1,1
1091,IPC,420,1,1
1092,IPC,420,1,1
1093,IPC,302,1,1
1094,IPC,392,1,1
1095,IPC,302,1,1
1096,IPC,379,1,1
1097,IPC,307,1,1
1098,IPC,379,1,1
1098,IPC,411,1,1
1099,IPC,323,1,1
1100,IPC,323,1,1
1101,IPC,307,1,1
1102,IPC,302,1,1
1103,IPC,302,1,1
1104,IPC,302,1,1
1105,IPC,354,1,1
1106,IPC,354,1,1
1107,IPC,354,1,1
1108,IPC,323,1,1
1109,IPC,356,1,1
1109,IPC,379,1,1
1110,IPC,323,1,1
1111,IPC,379,1,1
1112,IPC,392,1,1
1113,IPC,323,1,1
1114,IPC,379,1,1
1114,IPC,411,1,1
1115,IPC,302,1,1
1116,IPC,392,1,1
1117,IPC,302,1,1
1118,IPC,379,1,1
1118,IPC,411,1,1
1119,IPC,379,1,1
1119,IPC,411,1,1
1120,IPC,354,1,1
1121,IPC,457,1,1
1121,IPC,380,1,1
1122,IPC,302,1,1
1123,IPC,457,1,1
1123,IPC,380,1,1
1124,IPC,392,1,1
1125,IPC,457,1,1
1125,IPC,380,1,1
1126,IPC,379,1,1
1126,IPC,411,1,1
1127,IPC,323,1,1
1128,IPC,379,1,1
1129,IPC,457,1,1
1129,IPC,380,1,1
1130,IPC,302,1,1
1131,IPC,457,1,1
1131,IPC,380,1,1
1132,IPC,323,1,1
1133,IPC,392,1,1
1134,IPC,379,1,1
1135,IPC,420,1,1
1136,IPC,420,1,1
1137,IPC,307,1,1
1138,IPC,420,1,1
1139,IPC,379,1,1
1140,IPC,420,1,1
1141,IPC,354,1,1
1142,IPC,323,1,1
1143,IPC,302,1,1
1144,IPC,354,1,1
1145,IPC,420,1,1
1146,IPC,379,1,1
1147,IPC,379,1,1
1147,IPC,411,1,1
1148,IPC,356,1,1
1148,IPC,379,1,1
1149,IPC,302,1,1
1150,IPC,379,1,1
1151,IPC,457,1,1
1151,IPC,380,1,1
1152,IPC,302,1,1
1153,IPC,302,1,1
1154,IPC,392,1,1
1155,IPC,392,1,1
1156,IPC,323,1,1
1157,IPC,420,1,1
1158,IPC,302,1,1
1159,IPC,379,1,1
1159,IPC,411,1,1
1160,IPC,354,1,1
1161,IPC,302,1,1
1162,IPC,307,1,1
1163,IPC,323,1,1
1164,IPC,323,1,1
1165,IPC,392,1,1
1166,IPC,356,1,1
1166,IPC,379,1,1
1167,IPC,379,1,1
1167,IPC,411,1,1
1168,IPC,379,1,1
1168,IPC,411,1,1
1169,IPC,302,1,1
1170,IPC,379,1,1
1170,IPC,411,1,1
1171,IPC,354,1,1
1172,IPC,379,1,1
1172,IPC,411,1,1
1173,IPC,457,1,1
1173,IPC,380,1,1
1174,IPC,379,1,1
1174,IPC,411,1,1
1175,IPC,307,1,1
1176,IPC,307,1,1
1177,IPC,392,1,1
1178,IPC,323,1,1
1179,IPC,354,1,1
1180,IPC,392,1,1
1181,IPC,307,1,1
1182,IPC,323,1,1
1183,IPC,392,1,1
1184,IPC,323,1,1
1185,IPC,302,1,1
1186,IPC,307,1,1
1187,IPC,323,1,1
1188,IPC,356,1,1
1188,IPC,379,1,1
1189,IPC,302,1,1
1190,IPC,379,1,1
1191,IPC,379,1,1
1191,IPC,411,1,1
1192,IPC,354,1,1
1193,IPC,307,1,1
1194,IPC,379,1,1
1195,IPC,302,1,1
1196,IPC,457,1,1
1196,IPC,380,1,1
1197,IPC,420,1,1
1198,IPC,302,1,1
1199,IPC,302,1,1
1200,IPC,307,1,1
1201,IPC,392,1,1
1202,IPC,323,1,1
1203,IPC,420,1,1
1204,IPC,392,1,1
1205,IPC,307,1,1
1206,IPC,457,1,1
1206,IPC,380,1,1
1207,IPC,379,1,1
1207,IPC,411,1,1
1208,IPC,302,1,1
1209,IPC,323,1,1
1210,IPC,420,1,1
1211,IPC,379,1,1
1212,IPC,420,1,1
1213,IPC,307,1,1
1214,IPC,302,1,1
1215,IPC,379,1,1
1215,IPC,411,1,1
1216,IPC,307,1,1
1217,IPC,379,1,1
1217,IPC,411,1,1
1218,IPC,420,1,1
1219,IPC,379,1,1
1220,IPC,354,1,1
1221,IPC,457,1,1
1221,IPC,380,1,1
1222,IPC,392,1,1
1223,IPC,420,1,1
1224,IPC,356,1,1
1224,IPC,379,1,1
1225,IPC,379,1,1
1225,IPC,411,1,1
1226,IPC,354,1,1
1227,IPC,420,1,1
1228,IPC,307,1,1
1229,IPC,379,1,1
1230,IPC,356,1,1
1230,IPC,379,1,1
1231,IPC,356,1,1
1231,IPC,379,1,1
1232,IPC,302,1,1
1233,IPC,356,1,1
1233,IPC,379,1,1
1234,IPC,307,1,1
1235,IPC,354,1,1
1236,IPC,356,1,1
1236,IPC,379,1,1
1237,IPC,392,1,1
1238,IPC,420,1,1
1239,IPC,323,1,1
1240,IPC,302,1,1
1241,IPC,420,1,1
1242,IPC,356,1,1
1242,IPC,379,1,1
1243,IPC,323,1,1
1244,IPC,307,1,1
1245,IPC,354,1,1
1246,IPC,379,1,1
1247,IPC,323,1,1
1248,IPC,457,1,1
1248,IPC,380,1,1
1249,IPC,307,1,1
1250,IPC,379,1,1
1250,IPC,411,1,1
1251,IPC,354,1,1
1252,IPC,379,1,1
1252,IPC,411,1,1
1253,IPC,379,1,1
1253,IPC,411,1,1
1254,IPC,457,1,1
1254,IPC,380,1,1
1255,IPC,457,1,1
1255,IPC,380,1,1
1256,IPC,307,1,1
1257,IPC,354,1,1
1258,IPC,307,1,1
1259,IPC,379,1,1
1260,IPC,457,1,1
1260,IPC,380,1,1
1261,IPC,420,1,1
1262,IPC,457,1,1
1262,IPC,380,1,1
1263,IPC,420,1,1
1264,IPC,356,1,1
1264,IPC,379,1,1
1265,IPC,457,1,1
1265,IPC,380,1,1
1266,IPC,354,1,1
1267,IPC,307,1,1
1268,IPC,457,1,1
1268,IPC,380,1,1
1269,IPC,379,1,1
1270,IPC,379,1,1
1270,IPC,411,1,1
1271,IPC,392,1,1
1272,IPC,302,1,1
1273,IPC,379,1,1
1273,IPC,411,1,1
1274,IPC,323,1,1
1275,IPC,356,1,1
1275,IPC,379,1,1
1276,IPC,354,1,1
1277,IPC,354,1,1
1278,IPC,323,1,1
1279,IPC,323,1,1
1280,IPC,323,1,1
1281,IPC,457,1,1
1281,IPC,380,1,1
1282,IPC,420,1,1
1283,IPC,307,1,1
1284,IPC,420,1,1
1285,IPC,323,1,1
1286,IPC,302,1,1
1287,IPC,420,1,1
1288,IPC,302,1,1
1289,IPC,307,1,1
1290,IPC,457,1,1
1290,IPC,380,1,1
1291,IPC,307,1,1
1292,IPC,356,1,1
1292,IPC,379,1,1
1293,IPC,457,1,1
1293,IPC,380,1,1
1294,IPC,457,1,1
1294,IPC,380,1,1
1295,IPC,420,1,1
1296,IPC,354,1,1
1297,IPC,354,1,1
1298,IPC,354,1,1
1299,IPC,307,1,1
1300,IPC,307,1,1
1301,IPC,457,1,1
1301,IPC,380,1,1
1302,IPC,420,1,1
1303,IPC,356,1,1
1303,IPC,379,1,1
1304,IPC,457,1,1
1304,IPC,380,1,1
1305,IPC,302,1,1
1306,IPC,379,1,1
1306,IPC,411,1,1
1307,IPC,379,1,1
1307,IPC,411,1,1
1308,IPC,457,1,1
1308,IPC,380,1,1
1309,IPC,392,1,1
1310,IPC,392,1,1
1311,IPC,323,1,1
1312,IPC,323,1,1
1313,IPC,302,1,1
1314,IPC,323,1,1
1315,IPC,307,1,1
1316,IPC,307,1,1
1317,IPC,392,1,1
1318,IPC,379,1,1
1319,IPC,354,1,1
1320,IPC,379,1,1
1320,IPC,411,1,1
1321,IPC,356,1,1
1321,IPC,379,1,1
1322,IPC,379,1,1
1322,IPC,411,1,1
1323,IPC,307,1,1
1324,IPC,392,1,1
1325,IPC,457,1,1
1325,IPC,380,1,1
1326,IPC,356,1,1
1326,IPC,379,1,1
1327,IPC,379,1,1
1328,IPC,323,1,1
1329,IPC,307,1,1
1330,IPC,356,1,1
1330,IPC,379,1,1
1331,IPC,302,1,1
1332,IPC,354,1,1
1333,IPC,392,1,1
1334,IPC,323,1,1
1335,IPC,420,1,1
1336,IPC,307,1,1
1337,IPC,323,1,1
1338,IPC,379,1,1
1338,IPC,411,1,1
1339,IPC,379,1,1
1339,IPC,411,1,1
1340,IPC,420,1,1
1341,IPC,307,1,1
1342,IPC,457,1,1
1342,IPC,380,1,1
1343,IPC,457,1,1
1343,IPC,380,1,1
1344,IPC,354,1,1
1345,IPC,457,1,1
1345,IPC,380,1,1
1346,IPC,392,1,1
1347,IPC,302,1,1
1348,IPC,379,1,1
1348,IPC,411,1,1
1349,IPC,379,1,1
1350,IPC,307,1,1
1351,IPC,307,1,1
1352,IPC,302,1,1
1353,IPC,354,1,1
1354,IPC,379,1,1
1354,IPC,411,1,1
1355,IPC,354,1,1
1356,IPC,307,1,1
1357,IPC,457,1,1
1357,IPC,380,1,1
1358,IPC,356,1,1
1358,IPC,379,1,1
1359,IPC,457,1,1
1359,IPC,380,1,1
1360,IPC,392,1,1
1361,IPC,307,1,1
1362,IPC,302,1,1
1363,IPC,392,1,1
1364,IPC,356,1,1
1364,IPC,379,1,1
1365,IPC,354,1,1
1366,IPC,379,1,1
1367,IPC,457,1,1
1367,IPC,380,1,1
1368,IPC,354,1,1
1369,IPC,420,1,1
1370,IPC,323,1,1
1371,IPC,420,1,1
1372,IPC,379,1,1
1372,IPC,411,1,1
1373,IPC,323,1,1
1374,IPC,457,1,1
1374,IPC,380,1,1
1375,IPC,356,1,1
1375,IPC,379,1,1
1376,IPC,323,1,1
1377,IPC,307,1,1
1378,IPC,420,1,1
1379,IPC,420,1,1
1380,IPC,354,1,1
1381,IPC,307,1,1
1382,IPC,356,1,1
1382,IPC,379,1,1
1383,IPC,307,1,1
1384,IPC,354,1,1
1385,IPC,457,1,1
1385,IPC,380,1,1
1386,IPC,356,1,1
1386,IPC,379,1,1
1387,IPC,354,1,1
1388,IPC,356,1,1
1388,IPC,379,1,1
1389,IPC,356,1,1
1389,IPC,379,1,1
1390,IPC,354,1,1
1391,IPC,379,1,1
1391,IPC,411,1,1
1392,IPC,379,1,1
1392,IPC,411,1,1
1393,IPC,457,1,1
1393,IPC,380,1,1
1394,IPC,356,1,1
1394,IPC,379,1,1
1395,IPC,379,1,1
1395,IPC,411,1,1
1396,IPC,302,1,1
1397,IPC,379,1,1
1398,IPC,379,1,1
1399,IPC,323,1,1
1400,IPC,379,1,1
1400,IPC,411,1,1
1401,IPC,457,1,1
1401,IPC,380,1,1
1402,IPC,457,1,1
1402,IPC,380,1,1
1403,IPC,323,1,1
1404,IPC,420,1,1
1405,IPC,302,1,1
1406,IPC,420,1,1
1407,IPC,323,1,1
1408,IPC,356,1,1
1408,IPC,379,1,1
1409,IPC,457,1,1
1409,IPC,380,1,1
1410,IPC,354,1,1
1411,IPC,457,1,1
1411,IPC,380,1,1
1412,IPC,420,1,1
1413,IPC,379,1,1
1414,IPC,354,1,1
1415,IPC,379,1,1
1415,IPC,411,1,1
1416,IPC,354,1,1
1417,IPC,379,1,1
1417,IPC,411,1,1
1418,IPC,302,1,1
1419,IPC,302,1,1
1420,IPC,457,1,1
1420,IPC,380,1,1
1421,IPC,379,1,1
1421,IPC,411,1,1
1422,IPC,379,1,1
1422,IPC,411,1,1
1423,IPC,457,1,1
1423,IPC,380,1,1
1424,IPC,457,1,1
1424,IPC,380,1,1
1425,IPC,379,1,1
1426,IPC,457,1,1
1426,IPC,380,1,1
1427,IPC,356,1,1
1427,IPC,379,1,1
1428,IPC,379,1,1
1429,IPC,356,1,1
1429,IPC,379,1,1
1430,IPC,323,1,1
1431,IPC,356,1,1
1431,IPC,379,1,1
1432,IPC,457,1,1
1432,IPC,380,1,1
1433,IPC,354,1,1
1434,IPC,356,1,1
1434,IPC,379,1,1
1435,IPC,307,1,1
1436,IPC,379,1,1
1437,IPC,302,1,1
1438,IPC,379,1,1
1439,IPC,379,1,1
1440,IPC,379,1,1
1441,IPC,302,1,1
1442,IPC,379,1,1
1442,IPC,411,1,1
1443,IPC,323,1,1
1444,IPC,420,1,1
1445,IPC,302,1,1
1446,IPC,379,1,1
1446,IPC,411,1,1
1447,IPC,354,1,1
1448,IPC,356,1,1
1448,IPC,379,1,1
1449,IPC,356,1,1
1449,IPC,379,1,1
1450,IPC,356,1,1
1450,IPC,379,1,1
1451,IPC,356,1,1
1451,IPC,379,1,1
1452,IPC,392,1,1
1453,IPC,392,1,1
1454,IPC,392,1,1
1455,IPC,354,1,1
1456,IPC,323,1,1
1457,IPC,457,1,1
1457,IPC,380,1,1
1458,IPC,420,1,1
1459,IPC,379,1,1
1460,IPC,323,1,1
1461,IPC,379,1,1
1461,IPC,411,1,1
1462,IPC,420,1,1
1463,IPC,302,1,1
1464,IPC,323,1,1
1465,IPC,354,1,1
1466,IPC,302,1,1
1467,IPC,323,1,1
1468,IPC,356,1,1
1468,IPC,379,1,1
1469,IPC,354,1,1
1470,IPC,379,1,1
1470,IPC,411,1,1
1471,IPC,323,1,1
1472,IPC,420,1,1
1473,IPC,356,1,1
1473,IPC,379,1,1
1474,IPC,354,1,1
1475,IPC,457,1,1
1475,IPC,380,1,1
1476,IPC,379,1,1
1477,IPC,354,1,1
1478,IPC,379,1,1
1479,IPC,302,1,1
1480,IPC,356,1,1
1480,IPC,379,1,1
1481,IPC,307,1,1
1482,IPC,356,1,1
1482,IPC,379,1,1
1483,IPC,302,1,1
1484,IPC,307,1,1
1485,IPC,379,1,1
1485,IPC,411,1,1
1486,IPC,379,1,1
1487,IPC,323,1,1
1488,IPC,457,1,1
1488,IPC,380,1,1
1489,IPC,420,1,1
1490,IPC,354,1,1
1491,IPC,457,1,1
1491,IPC,380,1,1
1492,IPC,323,1,1
1493,IPC,307,1,1
1494,IPC,420,1,1
1495,IPC,379,1,1
1496,IPC,379,1,1
1497,IPC,457,1,1
1497,IPC,380,1,1
1498,IPC,392,1,1
1499,IPC,323,1,1
1500,IPC,323,1,1
1501,IPC,379,1,1
1501,IPC,411,1,1
1502,IPC,379,1,1
1503,IPC,379,1,1
1503,IPC,411,1,1
1504,IPC,379,1,1
1505,IPC,420,1,1
1506,IPC,379,1,1
1507,IPC,420,1,1
1508,IPC,302,1,1
1509,IPC,323,1,1
1510,IPC,354,1,1
1511,IPC,307,1,1
1512,IPC,354,1,1
1513,IPC,307,1,1
1514,IPC,302,1,1
1515,IPC,354,1,1
1516,IPC,392,1,1
1517,IPC,379,1,1
1517,IPC,411,1,1
1518,IPC,323,1,1
1519,IPC,354,1,1
1520,IPC,420,1,1
1521,IPC,457,1,1
1521,IPC,380,1,1
1522,IPC,392,1,1
1523,IPC,354,1,1
1524,IPC,307,1,1
1525,IPC,420,1,1
1526,IPC,420,1,1
1527,IPC,356,1,1
1527,IPC,379,1,1
1528,IPC,354,1,1
1529,IPC,354,1,1
1530,IPC,420,1,1
1531,IPC,307,1,1
1532,IPC,392,1,1
1533,IPC,302,1,1
1534,IPC,356,1,1
1534,IPC,379,1,1
1535,IPC,392,1,1
1536,IPC,323,1,1
1537,IPC,354,1,1
1538,IPC,457,1,1
1538,IPC,380,1,1
1539,IPC,379,1,1
1539,IPC,411,1,1
1540,IPC,392,1,1
1541,IPC,379,1,1
1542,IPC,354,1,1
1543,IPC,379,1,1
1543,IPC,411,1,1
1544,IPC,302,1,1
1545,IPC,457,1,1
1545,IPC,380,1,1
1546,IPC,354,1,1
1547,IPC,379,1,1
1547,IPC,411,1,1
1548,IPC,307,1,1
1549,IPC,420,1,1
1550,IPC,354,1,1
1551,IPC,307,1,1
1552,IPC,420,1,1
1553,IPC,323,1,1
1554,IPC,307,1,1
1555,IPC,354,1,1
1556,IPC,302,1,1
1557,IPC,457,1,1
1557,IPC,380,1,1
1558,IPC,307,1,1
1559,IPC,420,1,1
1560,IPC,420,1,1
1561,IPC,302,1,1
1562,IPC,457,1,1
1562,IPC,380,1,1
1563,IPC,379,1,1
1563,IPC,411,1,1
1564,IPC,457,1,1
1564,IPC,380,1,1
1565,IPC,457,1,1
1565,IPC,380,1,1
1566,IPC,379,1,1
1567,IPC,302,1,1
1568,IPC,379,1,1
1568,IPC,411,1,1
1569,IPC,354,1,1
1570,IPC,392,1,1
1571,IPC,379,1,1
1572,IPC,323,1,1
1573,IPC,323,1,1
1574,IPC,379,1,1
1575,IPC,379,1,1
1575,IPC,411,1,1
1576,IPC,392,1,1
1577,IPC,354,1,1
1578,IPC,307,1,1
1579,IPC,420,1,1
1580,IPC,379,1,1
1580,IPC,411,1,1
1581,IPC,356,1,1
1581,IPC,379,1,1
1582,IPC,356,1,1
1582,IPC,379,1,1
1583,IPC,379,1,1
1583,IPC,411,1,1
1584,IPC,379,1,1
1585,IPC,302,1,1
1586,IPC,302,1,1
1587,IPC,392,1,1
1588,IPC,420,1,1
1589,IPC,420,1,1
1590,IPC,379,1,1
1591,IPC,392,1,1
1592,IPC,392,1,1
1593,IPC,307,1,1
1594,IPC,356,1,1
1594,IPC,379,1,1
1595,IPC,379,1,1
1595,IPC,411,1,1
1596,IPC,323,1,1
1597,IPC,379,1,1
1598,IPC,302,1,1
1599,IPC,302,1,1
1600,IPC,379,1,1
1600,IPC,411,1,1
1601,IPC,356,1,1
1601,IPC,379,1,1
1602,IPC,392,1,1
1603,IPC,356,1,1
1603,IPC,379,1,1
1604,IPC,323,1,1
1605,IPC,302,1,1
1606,IPC,302,1,1
1607,IPC,379,1,1
1607,IPC,411,1,1
1608,IPC,379,1,1
1609,IPC,457,1,1
1609,IPC,380,1,1
1610,IPC,457,1,1
1610,IPC,380,1,1
1611,IPC,302,1,1
1612,IPC,420,1,1
1613,IPC,392,1,1
1614,IPC,356,1,1
1614,IPC,379,1,1
1615,IPC,302,1,1
1616,IPC,392,1,1
1617,IPC,457,1,1
1617,IPC,380,1,1
1618,IPC,379,1,1
1618,IPC,411,1,1
1619,IPC,379,1,1
1620,IPC,392,1,1
1621,IPC,420,1,1
1622,IPC,379,1,1
1622,IPC,411,1,1
1623,IPC,420,1,1
1624,IPC,323,1,1
1625,IPC,392,1,1
1626,IPC,379,1,1
1626,IPC,411,1,1
1627,IPC,379,1,1
1628,IPC,379,1,1
1629,IPC,323,1,1
1630,IPC,323,1,1
1631,IPC,323,1,1
1632,IPC,392,1,1
1633,IPC,420,1,1
1634,IPC,379,1,1
1634,IPC,411,1,1
1635,IPC,356,1,1
1635,IPC,379,1,1
1636,IPC,379,1,1
1636,IPC,411,1,1
1637,IPC,356,1,1
1637,IPC,379,1,1
1638,IPC,379,1,1
1638,IPC,411,1,1
1639,IPC,420,1,1
1640,IPC,356,1,1
1640,IPC,379,1,1
1641,IPC,379,1,1
1641,IPC,411,1,1
1642,IPC,420,1,1
1643,IPC,302,1,1
1644,IPC,302,1,1
1645,IPC,354,1,1
1646,IPC,302,1,1
1647,IPC,457,1,1
1647,IPC,380,1,1
1648,IPC,392,1,1
1649,IPC,420,1,1
1650,IPC,323,1,1
1651,IPC,307,1,1
1652,IPC,354,1,1
1653,IPC,307,1,1
1654,IPC,354,1,1
1655,IPC,354,1,1
1656,IPC,392,1,1
1657,IPC,302,1,1
1658,IPC,356,1,1
1658,IPC,379,1,1
1659,IPC,379,1,1
1659,IPC,411,1,1
1660,IPC,457,1,1
1660,IPC,380,1,1
1661,IPC,323,1,1
1662,IPC,392,1,1
1663,IPC,302,1,1
1664,IPC,307,1,1
1665,IPC,420,1,1
1666,IPC,379,1,1
1666,IPC,411,1,1
1667,IPC,323,1,1
1668,IPC,302,1,1
1669,IPC,457,1,1
1669,IPC,380,1,1
1670,IPC,457,1,1
1670,IPC,380,1,1
1671,IPC,392,1,1
1672,IPC,307,1,1
1673,IPC,392,1,1
1674,IPC,323,1,1
1675,IPC,307,1,1
1676,IPC,420,1,1
1677,IPC,457,1,1
1677,IPC,380,1,1
1678,IPC,356,1,1
1678,IPC,379,1,1
1679,IPC,392,1,1
1680,IPC,356,1,1
1680,IPC,379,1,1
1681,IPC,307,1,1
1682,IPC,323,1,1
1683,IPC,356,1,1
1683,IPC,379,1,1
1684,IPC,379,1,1
1684,IPC,411,1,1
1685,IPC,420,1,1
1686,IPC,307,1,1
1687,IPC,354,1,1
1688,IPC,420,1,1
1689,IPC,392,1,1
1690,IPC,379,1,1
1691,IPC,392,1,1
1692,IPC,323,1,1
1693,IPC,379,1,1
1694,IPC,457,1,1
1694,IPC,380,1,1
1695,IPC,457,1,1
1695,IPC,380,1,1
1696,IPC,307,1,1
1697,IPC,379,1,1
1697,IPC,411,1,1
1698,IPC,457,1,1
1698,IPC,380,1,1
1699,IPC,323,1,1
1700,IPC,354,1,1
1701,IPC,457,1,1
1701,IPC,380,1,1
1702,IPC,323,1,1
1703,IPC,392,1,1
1704,IPC,356,1,1
1704,IPC,379,1,1
1705,IPC,457,1,1
1705,IPC,380,1,1
1706,IPC,379,1,1
1707,IPC,457,1,1
1707,IPC,380,1,1
1708,IPC,392,1,1
1709,IPC,379,1,1
1710,IPC,307,1,1
1711,IPC,392,1,1
1712,IPC,379,1,1
1712,IPC,411,1,1
1713,IPC,302,1,1
1714,IPC,354,1,1
1715,IPC,323,1,1
1716,IPC,457,1,1
1716,IPC,380,1,1
1717,IPC,302,1,1
1718,IPC,457,1,1
1718,IPC,380,1,1
1719,IPC,457,1,1
1719,IPC,380,1,1
1720,IPC,392,1,1
1721,IPC,379,1,1
1721,IPC,411,1,1
1722,IPC,354,1,1
1723,IPC,392,1,1
1724,IPC,379,1,1
1725,IPC,379,1,1
1725,IPC,411,1,1
1726,IPC,356,1,1
1726,IPC,379,1,1
1727,IPC,379,1,1
1727,IPC,411,1,1
1728,IPC,379,1,1
1728,IPC,411,1,1
